aX,aY,aZ,gX,gY,gZ
0.385,0.018,0.936,-5.859,-5.310,-16.296
0.375,0.015,0.938,-7.019,-4.028,-16.907
0.366,0.008,0.935,-7.629,-3.052,-16.968
0.365,0.008,0.929,-8.057,-1.465,-16.479
0.362,0.010,0.930,-8.179,-0.366,-15.137
0.362,0.011,0.927,-8.484,0.671,-13.428
0.367,0.009,0.938,-8.545,1.282,-11.353
0.376,0.014,0.950,-8.179,0.977,-9.155
0.376,0.021,0.952,-7.019,-0.366,-7.263
0.371,0.024,0.942,-5.005,-1.892,-5.554
0.372,0.027,0.927,-3.113,-3.662,-4.578
0.372,0.022,0.913,-2.136,-4.089,-3.845
0.373,0.017,0.905,-1.648,-3.540,-3.357
0.378,0.020,0.906,-1.343,-2.502,-3.357
0.384,0.017,0.907,-0.854,-1.343,-3.296
0.385,0.012,0.901,-0.244,-0.305,-3.052
0.388,0.009,0.885,0.061,0.427,-2.930
0.395,0.009,0.873,-0.671,1.587,-2.136
0.403,0.012,0.876,-2.502,3.174,-0.977
0.417,0.018,0.885,-4.211,4.395,0.366
0.430,0.028,0.894,-5.066,4.395,1.587
0.437,0.042,0.903,-4.883,3.662,2.991
0.440,0.053,0.904,-3.906,2.319,4.333
0.448,0.055,0.903,-2.014,0.977,5.920
0.451,0.049,0.891,0.183,-0.305,7.202
0.449,0.043,0.870,1.221,-0.977,7.874
0.453,0.036,0.861,1.221,-0.671,7.751
0.460,0.036,0.863,0.610,-0.061,7.385
0.460,0.040,0.864,0.000,0.122,6.470
0.462,0.051,0.866,-0.427,0.305,5.737
0.463,0.053,0.873,-0.122,0.000,5.127
0.458,0.059,0.880,0.610,-0.916,4.456
0.448,0.067,0.880,2.075,-2.441,3.906
0.432,0.072,0.869,3.723,-4.272,3.601
0.418,0.071,0.851,4.700,-5.859,3.845
0.413,0.065,0.841,5.005,-6.592,3.967
0.410,0.063,0.833,4.578,-7.141,3.540
0.402,0.066,0.825,4.089,-7.446,2.869
0.393,0.071,0.816,3.540,-7.141,2.075
0.388,0.076,0.817,2.625,-6.836,1.343
0.388,0.079,0.825,2.136,-7.263,0.854
0.383,0.084,0.825,2.380,-7.812,0.244
0.379,0.085,0.817,3.052,-8.667,-0.244
0.374,0.087,0.809,3.052,-9.399,-0.305
0.370,0.085,0.808,2.441,-9.827,-0.427
0.366,0.083,0.807,1.831,-10.498,-0.671
0.367,0.085,0.806,1.282,-10.986,-0.854
0.369,0.080,0.810,1.160,-11.475,-1.038
0.373,0.065,0.808,1.465,-12.146,-1.282
0.375,0.053,0.805,0.854,-13.000,-1.526
0.378,0.045,0.808,-0.366,-14.038,-2.075
0.384,0.042,0.817,-1.892,-15.625,-2.686
0.384,0.044,0.834,-2.991,-17.212,-3.357
0.381,0.047,0.850,-3.174,-18.555,-3.723
0.373,0.057,0.859,-2.930,-20.020,-3.723
0.369,0.067,0.872,-2.075,-21.057,-3.601
0.371,0.067,0.887,-0.916,-21.851,-3.052
0.375,0.047,0.893,1.404,-23.254,-2.686
0.372,0.023,0.879,3.357,-24.353,-2.441
0.363,0.010,0.862,3.113,-24.902,-2.930
0.356,0.016,0.859,0.916,-24.536,-3.540
0.351,0.033,0.881,-2.258,-23.804,-3.662
0.354,0.056,0.916,-4.456,-22.827,-3.296
0.354,0.077,0.951,-4.761,-23.254,-2.136
0.352,0.095,0.969,-2.808,-24.231,-0.854
0.350,0.099,0.973,-0.061,-25.757,0.366
0.354,0.083,0.977,3.174,-26.794,1.404
0.353,0.071,0.975,5.737,-27.405,1.770
0.163,-0.593,1.928,-0.977,-31.799,-43.030
0.089,-0.767,2.017,-7.935,-20.935,-58.167
0.048,-0.904,2.143,-25.024,-5.188,-72.144
-0.070,-0.959,2.312,-45.715,15.137,-82.214
-0.214,-0.962,2.475,-59.570,37.781,-88.806
-0.310,-0.964,2.559,-59.082,60.425,-90.393
-0.400,-0.969,2.580,-49.011,82.886,-84.839
-0.433,-0.932,2.498,-33.936,105.347,-72.144
-0.634,-0.912,2.384,-16.296,127.808,-51.758

-0.803,-0.848,2.165,1.282,148.376,-26.917
-0.801,-0.763,1.922,22.339,167.542,1.282
-0.780,-0.755,1.706,41.992,182.495,34.973
-0.752,-0.748,1.463,57.495,190.918,68.237
-0.711,-0.694,1.172,68.481,193.054,96.680
-0.662,-0.605,0.911,71.777,191.101,120.300
-0.603,-0.495,0.682,69.336,185.669,138.611
-0.545,-0.362,0.516,62.561,177.490,151.550
-0.497,-0.231,0.350,52.856,165.710,159.241
-0.431,-0.098,0.218,39.734,153.015,162.231
-0.366,0.035,0.154,24.353,140.259,161.438
-0.307,0.162,0.128,10.620,127.930,157.715
-0.258,0.232,0.104,2.747,116.638,151.978
-0.213,0.297,0.078,-0.793,106.750,145.325
-0.164,0.389,0.046,-2.258,98.633,138.428
-0.116,0.472,0.026,-2.686,92.041,132.690
-0.057,0.527,0.032,-2.502,85.449,128.784
0.002,0.539,0.065,-1.526,77.759,126.160
0.062,0.500,0.108,-0.122,68.848,121.460
0.124,0.449,0.138,0.854,57.678,113.708
0.178,0.412,0.138,1.221,44.800,103.088
0.218,0.395,0.132,-0.854,32.715,90.942
0.249,0.380,0.146,-5.798,22.583,78.369
0.281,0.357,0.184,-11.902,14.709,65.857
0.308,0.352,0.241,-18.311,8.484,53.650
0.313,0.375,0.303,-23.865,4.089,42.908
0.321,0.415,0.378,-28.564,1.099,34.546
0.342,0.408,0.475,-30.212,-0.671,29.297
0.363,0.395,0.548,-29.114,-2.869,25.635
0.375,0.386,0.591,-25.879,-5.493,22.461
0.380,0.380,0.625,-21.545,-7.690,20.325
0.383,0.384,0.651,-18.005,-9.644,19.653
0.399,0.381,0.684,-15.564,-11.047,20.386
0.434,0.363,0.731,-14.465,-12.268,21.729
0.463,0.331,0.781,-13.428,-14.221,22.339
0.484,0.300,0.818,-11.292,-16.968,21.423
0.493,0.273,0.825,-8.972,-19.287,18.921
0.496,0.250,0.828,-7.080,-20.630,15.076
0.494,0.216,0.838,-6.409,-20.142,10.620
0.492,0.198,0.848,-7.507,-18.677,5.859
0.488,0.198,0.873,-10.498,-16.541,1.221
0.482,0.204,0.914,-13.000,-14.038,-2.563
0.474,0.217,0.956,-14.160,-12.146,-5.066
0.469,0.220,0.982,-13.123,-11.902,-6.531
0.465,0.207,0.999,-10.498,-12.207,-7.080
0.459,0.184,1.001,-7.141,-12.817,-7.385
0.447,0.167,0.999,-4.272,-13.672,-7.996
0.433,0.160,0.995,-2.869,-13.916,-8.789
0.418,0.147,0.990,-1.526,-13.000,-9.521
0.401,0.134,0.982,-0.366,-11.841,-10.559
0.382,0.122,0.974,0.061,-10.132,-11.902
0.367,0.115,0.966,-0.183,-7.812,-13.123
0.363,0.104,0.965,-0.793,-5.188,-14.282
0.359,0.097,0.964,-1.282,-2.563,-15.137
0.355,0.094,0.958,-1.526,-0.488,-15.564
0.357,0.089,0.955,-1.465,0.610,-15.564
0.363,0.091,0.959,-1.587,1.343,-14.709
0.370,0.091,0.960,-0.488,1.343,-13.000
0.377,0.085,0.953,1.465,0.793,-10.681
0.385,0.070,0.940,3.723,-0.061,-8.179
0.398,0.053,0.921,6.348,-0.671,-5.798
0.405,0.034,0.893,8.118,-1.343,-4.395
0.413,0.016,0.870,7.935,-0.977,-3.601
0.417,0.012,0.861,5.981,-0.122,-3.296
0.418,0.014,0.860,4.211,0.427,-3.174
0.423,0.025,0.861,2.380,0.549,-2.747
0.428,0.034,0.866,0.793,0.366,-1.953
0.435,0.043,0.876,0.122,-0.366,-0.977
0.443,0.056,0.881,-0.427,-1.343,0.000
0.445,0.063,0.884,-0.183,-2.808,0.793
0.441,0.065,0.878,0.122,-3.723,1.282
0.438,0.064,0.876,0.305,-3.601,1.404
0.437,0.069,0.883,0.427,-3.296,1.221
0.433,0.077,0.892,0.244,-3.418,0.854
0.432,0.086,0.896,0.244,-3.052,0.610
0.433,0.091,0.902,0.732,-2.563,0.244
0.431,0.091,0.917,1.526,-2.380,0.183
0.429,0.086,0.916,2.747,-2.563,-0.244
0.426,0.074,0.901,3.845,-3.662,-0.854
0.419,0.062,0.883,3.906,-4.211,-1.465
0.411,0.055,0.874,2.991,-3.662,-2.197
0.406,0.054,0.876,1.648,-2.747,-2.686
0.406,0.059,0.885,0.244,-1.831,-2.686
0.408,0.062,0.890,-0.244,-0.977,-2.197
0.414,0.058,0.892,-0.610,-0.671,-1.587
0.421,0.055,0.896,-0.305,-0.671,-0.977
0.422,0.056,0.899,0.061,-0.916,-0.366
0.420,0.059,0.897,0.366,-1.953,0.244
0.420,0.059,0.890,0.671,-2.991,0.916
0.427,0.052,0.885,0.793,-3.845,1.770
0.434,0.047,0.880,0.305,-4.333,1.831
0.440,0.049,0.882,-0.793,-4.272,1.709
0.443,0.054,0.885,-2.563,-4.272,1.221
0.442,0.055,0.890,-3.296,-4.089,0.977
0.437,0.065,0.893,-4.089,-3.662,0.427
0.432,0.082,0.902,-4.578,-2.991,-0.122
0.427,0.090,0.917,-4.761,-3.113,-0.061
0.428,0.095,0.929,-4.089,-3.235,0.305
0.435,0.099,0.939,-2.991,-3.601,0.610
0.436,0.094,0.936,-1.099,-4.089,0.977
0.435,0.091,0.923,0.244,-4.272,1.221
0.437,0.089,0.922,0.427,-4.028,1.099
0.437,0.088,0.928,0.183,-3.845,0.610
0.442,0.090,0.935,0.000,-3.601,0.122
0.444,0.091,0.931,0.000,-3.601,-0.488
0.443,0.088,0.927,0.366,-3.662,-1.038
0.438,0.082,0.924,0.793,-2.991,-1.404
0.435,0.077,0.922,0.977,-2.197,-2.014
0.431,0.079,0.922,1.343,-1.709,-2.197
0.430,0.075,0.924,1.831,-1.160,-2.258
1.024,-0.615,2.303,-56.091,-72.571,-26.978
1.158,-0.858,2.783,-75.378,-89.355,-33.264
0.939,-1.156,3.152,-92.224,-106.201,-50.049
0.343,-1.322,3.315,-96.985,-112.854,-83.740
-0.533,-1.394,3.384,-98.145,-93.689,-131.348
-1.407,-1.273,3.367,-104.736,-41.138,-185.364
-1.891,-0.895,3.345,-108.398,38.391,-231.079
-2.512,-0.499,3.336,-106.445,132.446,-247.070
-2.679,0.075,3.178,-81.787,227.417,-231.506
-2.588,0.536,2.997,-24.414,314.880,-172.058
-2.414,0.620,2.737,48.157,381.104,-71.289

-2.084,0.356,2.271,116.882,413.086,47.546
-1.718,0.070,1.560,167.786,408.325,154.114
-1.456,-0.000,0.750,194.702,379.089,232.971
-1.203,0.022,0.034,191.956,341.736,285.706
-0.885,0.000,-0.515,161.621,305.359,313.049
-0.542,-0.003,-0.881,113.586,273.926,311.768
-0.208,0.007,-1.107,68.420,248.108,283.813
0.041,0.054,-1.205,39.734,224.365,239.746
0.171,0.224,-1.198,24.170,199.280,193.359
0.241,0.461,-1.052,10.742,171.509,157.532
0.291,0.630,-0.834,3.662,141.113,137.878
0.304,0.701,-0.652,10.132,109.253,129.822
0.277,0.703,-0.546,26.306,78.247,127.197
0.213,0.716,-0.465,40.833,50.354,126.526
0.150,0.748,-0.375,47.058,27.832,127.563
0.119,0.779,-0.251,47.607,11.536,130.798
0.134,0.813,-0.096,47.058,-0.122,134.705
0.198,0.785,0.082,46.875,-10.742,137.085
0.295,0.673,0.250,45.959,-23.621,134.399
0.381,0.534,0.356,43.640,-37.720,124.390
0.445,0.464,0.390,37.781,-50.232,107.971
0.474,0.460,0.405,28.625,-56.396,87.769
0.481,0.469,0.457,18.738,-56.396,67.810
0.482,0.465,0.533,9.216,-51.208,50.537
0.463,0.459,0.616,0.244,-43.274,36.804
0.441,0.467,0.699,-7.629,-35.095,25.635
0.421,0.488,0.774,-13.550,-27.527,17.151
0.412,0.507,0.853,-16.907,-21.179,11.719
0.415,0.499,0.931,-17.090,-17.456,8.179
0.424,0.471,0.992,-14.526,-16.357,5.859
0.433,0.432,1.012,-10.376,-18.188,3.601
0.434,0.383,1.013,-5.737,-20.447,1.526
0.429,0.326,1.004,-0.732,-21.790,-1.099
0.417,0.284,0.997,2.136,-21.790,-4.089
0.411,0.257,0.992,2.747,-20.752,-6.714
0.402,0.226,0.985,2.991,-18.372,-9.155
0.390,0.190,0.972,2.991,-14.648,-10.925
0.386,0.169,0.951,1.953,-10.376,-12.451
0.389,0.159,0.940,-0.061,-5.493,-13.367
0.403,0.147,0.955,-2.258,-1.221,-13.306
0.413,0.147,0.971,-3.723,0.793,-12.817
0.417,0.158,0.971,-4.517,0.916,-12.207
0.420,0.157,0.970,-3.357,-0.305,-10.986
0.427,0.152,0.963,-1.587,-2.441,-9.644
0.418,0.150,0.930,0.183,-4.517,-8.545
0.410,0.126,0.911,0.854,-4.639,-7.385
0.404,0.116,0.896,0.366,-3.113,-6.714
0.408,0.120,0.887,-0.854,-0.305,-6.409
0.413,0.122,0.887,-1.770,2.258,-6.165
0.420,0.124,0.892,-2.014,4.639,-6.042
0.427,0.128,0.889,-1.587,5.676,-6.042
0.431,0.135,0.879,-0.977,5.371,-6.104
0.438,0.130,0.865,-0.427,4.761,-5.981
0.449,0.124,0.860,0.183,4.272,-5.615
0.459,0.119,0.856,0.610,3.601,-5.066
0.467,0.116,0.852,1.038,2.319,-4.517
0.473,0.107,0.841,2.136,0.793,-3.845
0.476,0.096,0.828,2.869,-0.732,-3.235
0.476,0.095,0.815,3.052,-1.831,-2.502
0.473,0.094,0.807,2.808,-2.197,-1.770
0.477,0.096,0.808,2.136,-2.258,-1.038
0.488,0.096,0.827,1.160,-2.136,-0.244
0.492,0.101,0.840,0.183,-2.930,0.671
0.494,0.115,0.822,-0.122,-4.822,0.977
0.500,0.106,0.853,-0.488,-6.226,1.160
0.500,0.119,0.859,-0.793,-8.179,0.732
0.495,0.117,0.861,-0.244,-10.071,0.061
0.481,0.119,0.846,0.427,-11.169,-0.916
0.473,0.103,0.864,0.854,-11.047,-1.282
0.460,0.116,0.856,0.732,-10.864,-2.136
0.449,0.114,0.858,0.977,-10.071,-2.075
0.442,0.117,0.871,1.221,-9.338,-1.587
0.439,0.119,0.880,1.282,-9.094,-1.099
0.433,0.128,0.877,1.343,-9.460,-0.488
0.430,0.131,0.881,1.648,-9.399,0.366
0.425,0.127,0.884,1.587,-9.583,1.099
0.423,0.124,0.879,1.953,-9.705,1.343
0.417,0.125,0.869,1.831,-9.033,1.526
0.411,0.127,0.881,1.282,-8.118,1.587
0.411,0.143,0.884,1.526,-7.751,1.587
0.416,0.133,0.892,1.953,-8.118,1.892
0.418,0.133,0.881,2.380,-8.606,1.770
0.417,0.140,0.880,1.831,-8.850,1.404
0.417,0.147,0.884,1.709,-8.606,1.282
0.421,0.149,0.888,1.770,-8.240,1.465
0.426,0.149,0.892,1.770,-7.751,1.648
0.432,0.148,0.895,1.953,-7.568,1.648
0.435,0.146,0.893,1.770,-7.812,1.099
0.438,0.144,0.892,1.343,-7.690,0.244
0.439,0.148,0.896,0.854,-7.385,-0.854
0.439,0.153,0.900,0.427,-6.958,-1.404
0.440,0.156,0.903,0.305,-6.531,-1.648
0.442,0.158,0.904,0.549,-6.470,-1.709
0.441,0.161,0.903,0.854,-6.348,-1.648
0.442,0.159,0.905,0.854,-6.104,-1.343
0.444,0.153,0.904,1.221,-6.165,-1.221
0.448,0.147,0.903,1.892,-6.409,-1.465
0.444,0.149,0.895,2.014,-6.470,-2.014
0.439,0.152,0.889,1.709,-6.775,-2.502
0.439,0.144,0.892,1.770,-6.531,-2.747
0.438,0.141,0.890,1.953,-6.897,-3.357
0.434,0.138,0.884,2.441,-7.385,-4.028
0.428,0.129,0.876,2.991,-7.690,-4.700
0.423,0.118,0.865,3.052,-7.629,-5.188
0.420,0.110,0.860,3.174,-7.629,-5.981
0.412,0.105,0.857,3.235,-7.812,-6.714
0.408,0.101,0.853,2.930,-7.507,-7.263
0.400,0.101,0.853,3.174,-7.263,-7.568
0.538,-0.519,2.318,-42.297,-40.344,-3.418
0.531,-0.683,2.569,-59.082,-44.556,-11.292
0.413,-0.792,2.725,-74.646,-45.349,-25.269
0.120,-0.750,2.749,-83.618,-36.316,-42.358
-0.247,-0.596,2.717,-89.966,-11.108,-58.350
-0.564,-0.414,2.642,-87.769,31.189,-67.993
-0.781,-0.253,2.532,-75.378,84.717,-68.298
-0.895,-0.203,2.402,-52.917,141.174,-59.509
-0.947,-0.290,2.222,-23.804,194.702,-45.288
-0.984,-0.408,2.018,3.174,239.380,-30.029
-1.007,-0.472,1.811,26.611,271.057,-16.357
-1.044,-0.514,1.570,47.852,289.490,-2.808
-1.076,-0.548,1.273,65.430,294.006,12.207

-1.100,-0.561,0.969,76.721,287.842,28.564
-1.125,-0.543,0.690,79.346,274.292,45.898
-1.126,-0.476,0.457,72.815,254.883,63.477
-1.081,-0.344,0.274,60.303,231.689,82.153
-0.977,-0.216,0.151,47.729,207.092,103.149
-0.836,-0.120,0.073,41.199,183.228,124.207
-0.688,-0.025,0.016,41.687,159.790,143.799
-0.532,0.059,-0.061,47.058,136.841,161.194
-0.372,0.147,-0.135,51.941,115.906,174.927
-0.215,0.252,-0.163,54.321,98.022,183.777
-0.082,0.351,-0.151,55.725,82.336,186.584
0.037,0.432,-0.119,55.969,67.017,183.350
0.139,0.480,-0.085,53.101,51.636,174.316
0.214,0.511,-0.053,47.058,37.109,160.950
0.261,0.537,-0.023,37.903,25.391,144.165
0.291,0.563,0.027,27.954,18.005,126.465
0.296,0.604,0.092,17.578,14.709,110.718
0.294,0.652,0.164,6.775,14.832,98.145
0.304,0.684,0.250,-1.831,17.334,89.111
0.325,0.697,0.345,-6.836,20.325,82.947
0.343,0.695,0.439,-9.521,21.179,78.857
0.354,0.681,0.519,-10.620,19.348,76.355
0.365,0.662,0.565,-10.193,15.991,74.768
0.382,0.636,0.611,-9.583,12.085,72.693
0.403,0.600,0.652,-8.911,8.362,69.580
0.429,0.556,0.688,-8.423,4.700,64.819
0.448,0.516,0.703,-8.240,1.099,57.922
0.461,0.490,0.720,-8.911,-1.282,49.500
0.466,0.470,0.737,-10.498,-1.831,41.077
0.470,0.453,0.759,-12.207,-1.221,33.203
0.472,0.439,0.773,-13.611,0.183,26.001
0.476,0.433,0.792,-14.648,2.441,19.958
0.488,0.427,0.820,-14.709,4.639,14.893
0.504,0.409,0.845,-14.160,6.226,11.108
0.521,0.386,0.863,-12.451,6.470,8.179
0.527,0.346,0.882,-9.338,5.127,5.188
0.521,0.325,0.882,-5.066,3.052,1.892
0.507,0.283,0.866,-1.160,0.488,-1.404
0.493,0.254,0.849,0.610,-2.563,-4.272
0.477,0.232,0.840,0.732,-5.310,-6.897
0.465,0.215,0.833,-0.305,-6.775,-9.216
0.451,0.192,0.836,-1.831,-7.568,-10.803
0.438,0.180,0.831,-3.479,-7.507,-12.207
0.435,0.177,0.833,-5.371,-6.409,-12.756
0.438,0.178,0.845,-7.629,-4.883,-12.329
0.435,0.188,0.865,-8.606,-3.296,-11.047
0.431,0.203,0.886,-8.423,-2.563,-8.972
0.436,0.211,0.903,-6.348,-3.174,-6.470
0.440,0.203,0.904,-3.296,-4.944,-4.150
0.440,0.188,0.888,-0.244,-7.324,-2.502
0.441,0.166,0.867,1.404,-8.850,-1.709
0.441,0.146,0.855,1.709,-8.972,-1.892
0.443,0.140,0.850,0.305,-8.179,-2.930
0.439,0.150,0.850,-1.831,-6.897,-4.272
0.437,0.156,0.864,-3.601,-5.249,-5.005
0.433,0.164,0.868,-4.028,-4.578,-5.554
0.432,0.178,0.872,-3.723,-4.211,-5.493
0.435,0.175,0.890,-2.991,-4.211,-4.700
0.425,0.176,0.861,-1.831,-4.822,-3.784
0.430,0.187,0.853,-0.488,-5.005,-2.869
0.432,0.177,0.844,0.305,-4.456,-1.221
0.439,0.163,0.833,0.244,-5.066,0.122
0.446,0.157,0.818,-0.488,-5.310,0.610
0.452,0.161,0.821,-1.526,-5.066,0.549
0.454,0.158,0.822,-2.441,-5.371,0.549
0.450,0.165,0.817,-2.991,-5.981,0.122
0.444,0.180,0.822,-3.235,-6.409,-0.244
0.439,0.190,0.831,-3.113,-7.446,-0.366
0.437,0.189,0.836,-2.136,-8.728,0.122
0.435,0.185,0.838,-0.671,-10.254,0.671
0.430,0.183,0.834,0.793,-11.536,0.610
0.421,0.180,0.826,1.831,-12.207,0.244
0.410,0.175,0.823,2.075,-12.329,-0.061
0.395,0.176,0.819,1.770,-12.451,-0.366
0.386,0.183,0.823,1.221,-12.207,-0.671
0.381,0.186,0.830,0.793,-11.902,-0.732
0.379,0.186,0.843,0.427,-11.902,-0.244
0.381,0.189,0.851,0.610,-11.902,0.549
0.384,0.195,0.859,1.709,-12.329,1.709
0.391,0.197,0.864,2.930,-13.245,2.625
0.400,0.191,0.867,4.150,-13.672,3.662
0.407,0.182,0.865,5.249,-14.099,4.700
0.414,0.174,0.870,5.798,-14.282,4.944
0.410,0.169,0.863,5.798,-14.404,4.883
0.406,0.172,0.869,5.554,-14.404,4.272
0.401,0.178,0.873,4.944,-14.648,3.540
0.402,0.175,0.879,4.700,-15.198,2.991
0.404,0.174,0.887,4.272,-15.930,2.625
0.402,0.175,0.891,4.089,-16.724,1.892
0.400,0.184,0.896,4.089,-17.090,1.221
0.400,0.184,0.900,4.578,-17.578,1.038
0.399,0.183,0.899,4.700,-17.456,1.038
0.395,0.177,0.898,5.310,-17.090,1.160
0.391,0.171,0.895,5.798,-16.785,0.977
0.386,0.167,0.891,5.737,-16.052,0.854
0.381,0.170,0.884,5.310,-14.709,0.793
0.386,0.179,0.895,4.456,-13.611,0.610
0.396,0.179,0.907,3.906,-12.878,1.160
0.399,0.180,0.913,4.028,-13.062,1.770
0.398,0.199,0.917,4.272,-13.306,2.502
0.396,0.213,0.917,4.883,-13.672,3.601
0.399,0.216,0.920,5.920,-13.428,4.761
0.397,0.210,0.917,7.507,-13.794,5.127
0.387,0.211,0.910,9.033,-14.038,4.761
0.376,0.210,0.888,9.766,-14.160,3.906
0.375,0.207,0.881,9.583,-13.916,3.052
0.630,-0.617,1.845,-18.677,-46.936,-28.381
0.707,-0.885,2.183,-27.222,-61.829,-38.025
0.677,-1.118,2.546,-41.016,-80.444,-52.002
0.409,-1.255,2.809,-57.739,-97.778,-71.899
-0.035,-1.299,2.975,-74.646,-105.591,-94.482
-0.539,-1.269,3.115,-85.205,-93.140,-116.760
-1.026,-1.156,3.198,-82.031,-54.810,-135.437
-1.461,-0.976,3.175,-62.866,3.052,-145.752
-1.772,-0.761,3.011,-30.640,73.547,-141.113
-1.914,-0.558,2.758,7.690,150.024,-116.638
-1.913,-0.449,2.437,49.377,224.243,-72.144
-2.049,-0.305,2.117,90.088,287.659,-13.794
-1.862,-0.135,1.678,128.418,332.703,51.697
-1.609,-0.145,1.310,162.415,357.727,123.657
-1.411,-0.278,1.017,181.458,361.450,189.209

-1.241,-0.305,0.642,185.364,341.431,237.793
-1.088,-0.211,0.140,172.852,303.345,267.151
-0.910,-0.098,-0.281,142.639,259.766,283.020
-0.684,0.009,-0.483,96.741,218.384,286.255
-0.440,0.107,-0.559,52.673,178.833,275.024
-0.232,0.169,-0.596,29.480,142.700,251.709
-0.094,0.276,-0.613,21.423,114.197,222.900
-0.016,0.409,-0.623,15.564,93.384,196.167
0.025,0.550,-0.603,8.362,79.773,176.331
0.064,0.682,-0.521,0.244,71.045,163.940
0.109,0.788,-0.364,-5.310,62.866,156.677
0.147,0.861,-0.169,-7.446,51.453,153.198
0.178,0.885,-0.037,-7.324,36.682,151.672
0.205,0.881,0.039,-5.188,21.729,150.574
0.262,0.872,0.120,-2.075,9.949,148.682
0.333,0.809,0.208,0.854,1.221,145.142
0.405,0.694,0.286,2.136,-5.798,137.024
0.474,0.588,0.356,-0.244,-11.963,123.718
0.507,0.526,0.387,-5.676,-16.357,105.835
0.538,0.506,0.447,-13.977,-18.188,85.999
0.545,0.472,0.536,-23.437,-18.433,66.040
0.531,0.471,0.617,-30.884,-19.043,46.204
0.501,0.485,0.661,-35.522,-19.531,28.381
0.470,0.502,0.700,-38.452,-18.799,14.832
0.444,0.503,0.750,-39.978,-16.235,6.226
0.428,0.482,0.810,-39.795,-13.489,1.770
0.415,0.451,0.857,-37.537,-11.475,-0.122
0.400,0.414,0.881,-33.386,-10.193,-0.854
0.395,0.360,0.902,-27.832,-9.705,-1.099
0.393,0.301,0.910,-21.667,-10.010,-1.404
0.384,0.260,0.902,-17.212,-10.925,-2.197
0.387,0.234,0.892,-14.832,-11.780,-3.052
0.384,0.203,0.880,-13.794,-12.390,-3.601
0.385,0.177,0.879,-13.794,-12.085,-3.784
0.403,0.162,0.886,-14.282,-11.353,-3.906
0.413,0.145,0.889,-14.771,-10.315,-3.906
0.417,0.136,0.894,-15.381,-9.277,-3.906
0.430,0.141,0.911,-15.137,-8.240,-3.845
0.440,0.143,0.922,-14.587,-8.118,-3.540
0.440,0.142,0.923,-14.160,-8.423,-3.235
0.436,0.154,0.930,-13.123,-8.667,-3.296
0.428,0.166,0.934,-11.353,-9.033,-3.662
0.422,0.171,0.927,-9.766,-9.460,-3.662
0.429,0.160,0.919,-8.484,-9.705,-3.296
0.436,0.144,0.919,-7.751,-8.789,-3.052
0.435,0.137,0.917,-7.263,-7.385,-3.479
0.427,0.140,0.907,-7.507,-5.798,-4.211
0.421,0.153,0.907,-8.301,-3.174,-4.700
0.424,0.169,0.922,-8.789,-0.366,-4.761
0.432,0.174,0.940,-7.690,0.732,-4.517
0.440,0.165,0.938,-5.493,0.183,-4.150
0.442,0.159,0.918,-3.113,-1.526,-3.906
0.451,0.154,0.904,-1.221,-2.991,-3.784
0.458,0.142,0.896,0.183,-3.662,-3.418
0.463,0.139,0.889,1.465,-3.845,-2.869
0.473,0.141,0.881,2.075,-4.089,-2.441
0.484,0.133,0.880,2.136,-3.784,-2.136
0.488,0.124,0.879,1.526,-4.028,-2.258
0.486,0.128,0.876,1.282,-4.395,-2.319
0.484,0.137,0.876,1.282,-4.639,-2.502
0.481,0.141,0.879,0.671,-4.822,-2.441
0.479,0.144,0.884,0.793,-5.371,-2.319
0.473,0.149,0.878,1.404,-5.859,-2.197
0.469,0.149,0.874,2.319,-6.470,-2.075
0.466,0.143,0.870,3.174,-6.775,-2.197
0.464,0.132,0.865,3.296,-6.531,-2.563
0.459,0.118,0.860,2.930,-6.165,-3.052
0.451,0.107,0.857,2.136,-5.310,-3.662
0.441,0.103,0.858,0.671,-4.333,-4.211
0.430,0.108,0.864,-0.488,-3.235,-4.578
0.424,0.117,0.875,-0.977,-2.747,-4.700
0.421,0.123,0.881,-1.343,-3.174,-4.456
0.422,0.127,0.882,-1.038,-4.028,-3.418
0.423,0.125,0.879,-0.671,-5.310,-2.136
0.425,0.119,0.878,-0.061,-5.981,-1.038
0.425,0.114,0.872,0.061,-6.775,-0.427
0.427,0.114,0.865,-0.305,-6.836,-0.183
0.428,0.114,0.866,-0.916,-6.714,-0.366
0.428,0.119,0.879,-1.343,-6.226,-0.916
0.426,0.128,0.891,-1.221,-6.287,-1.221
0.424,0.137,0.896,-0.854,-7.141,-1.221
0.423,0.138,0.890,0.000,-8.362,-0.977
0.423,0.136,0.885,0.488,-8.728,-0.366
0.423,0.133,0.883,0.427,-8.362,0.000
0.423,0.134,0.878,0.366,-7.629,-0.061
0.424,0.137,0.876,0.305,-6.775,0.000
0.426,0.145,0.880,0.549,-6.226,0.000
0.425,0.148,0.880,0.854,-6.409,0.122
0.428,0.146,0.875,2.136,-6.714,0.244
0.434,0.141,0.867,2.869,-7.202,0.366
0.436,0.133,0.859,2.625,-7.507,0.549
0.438,0.131,0.859,2.014,-7.751,0.366
0.439,0.130,0.862,1.221,-8.057,0.061
0.438,0.133,0.864,0.793,-8.362,-0.427
0.435,0.136,0.868,0.732,-8.728,-0.854
0.433,0.139,0.872,0.854,-9.277,-1.404
