aX,aY,aZ,gX,gY,gZ
-1.187,0.203,1.268,-64.514,-57.983,-128.479
-1.146,0.227,1.343,-47.363,-57.312,-105.103
-1.090,0.233,1.408,-35.889,-59.998,-77.087
-1.022,0.205,1.415,-25.452,-65.125,-48.462
-0.957,0.131,1.392,-15.320,-69.580,-23.804
-0.895,0.082,1.362,-9.888,-71.289,-5.493
-0.831,0.037,1.337,-6.409,-69.519,6.287
-0.771,-0.007,1.326,-1.831,-64.270,13.184
-0.730,-0.032,1.301,3.845,-56.946,15.869
-0.686,-0.056,1.249,10.864,-47.974,15.625
-0.647,-0.094,1.193,16.968,-36.987,13.306
-0.618,-0.117,1.150,18.921,-25.208,9.094
-0.588,-0.140,1.126,18.738,-13.672,3.174
-0.562,-0.146,1.114,17.273,-3.967,-3.601
-0.533,-0.139,1.100,15.503,3.113,-10.681
-0.507,-0.143,1.080,14.404,7.996,-17.090
-0.488,-0.135,1.057,12.207,11.169,-21.912
-0.470,-0.124,1.041,8.240,12.634,-24.109
-0.448,-0.120,1.040,2.930,13.000,-23.682
-0.433,-0.108,1.042,-2.563,12.146,-20.996
-0.411,-0.083,1.059,-7.629,10.315,-16.357
-0.382,-0.042,1.076,-10.864,7.935,-10.132
-0.349,-0.035,1.082,-10.010,4.944,-3.052
-0.327,-0.038,1.084,-8.057,1.343,3.540
-0.312,-0.044,1.081,-6.836,-1.831,8.850
-0.295,-0.041,1.063,-5.981,-4.761,12.207
-0.275,-0.054,1.040,-5.676,-6.836,13.733
-0.270,-0.066,1.020,-5.737,-7.202,13.977
-0.262,-0.068,1.001,-5.859,-5.981,12.756
-0.255,-0.079,1.001,-5.005,-3.601,10.864
-0.263,-0.068,0.999,-3.784,-0.549,8.789
-0.261,-0.063,0.983,-1.709,2.441,6.714
-0.251,-0.071,0.976,1.038,5.920,5.188
-0.248,-0.065,0.970,3.052,8.728,3.906
-0.237,-0.058,0.957,4.211,10.376,3.296
-0.234,-0.067,0.941,4.822,10.437,3.418
-0.244,-0.071,0.932,3.052,9.460,3.479
-0.241,-0.072,0.933,-1.099,7.874,3.479
-0.239,-0.065,0.943,-6.409,6.042,3.479
-0.243,-0.045,0.958,-10.986,4.211,3.601
-0.240,-0.038,0.971,-12.329,2.441,4.272
-0.237,-0.048,0.974,-11.230,0.732,4.883
-0.235,-0.046,0.977,-8.484,-0.366,5.188
-0.237,-0.037,0.984,-5.615,-1.526,5.188
-0.242,-0.017,0.988,-3.967,-2.502,5.432
-0.248,-0.008,0.985,-2.502,-3.052,6.165
-0.256,-0.024,0.975,-0.244,-3.723,6.714
-0.267,-0.041,0.964,0.244,-3.784,6.226
-0.270,-0.041,0.947,-0.183,-2.625,4.761
-0.258,-0.045,0.941,0.122,-0.732,3.052
-0.254,-0.041,0.956,-0.366,1.282,2.014
-0.258,-0.026,0.984,-1.404,2.686,1.526
-0.258,-0.017,0.998,-0.793,2.441,1.465
-0.257,-0.013,0.989,0.427,1.221,1.953
-0.264,-0.012,0.980,1.160,0.122,2.869
-0.269,-0.014,0.985,0.793,-0.793,3.967
-0.272,-0.009,0.989,-0.488,-1.526,4.883
-0.269,-0.009,0.987,-0.732,-2.319,5.920
-0.265,-0.019,0.984,0.061,-3.357,6.592
-0.266,-0.018,0.978,0.549,-3.906,7.141
-0.268,-0.007,0.979,-0.061,-3.784,7.568
-0.264,-0.007,0.987,-0.549,-3.052,8.240
-0.264,-0.005,0.989,-0.488,-2.441,8.606
-0.261,-0.006,0.987,-0.427,-1.526,8.911
-0.260,-0.010,0.988,-0.366,-0.488,9.033
-0.254,-0.017,0.994,-0.122,0.122,8.728
-0.247,-0.012,0.990,0.183,0.488,8.423
-0.237,0.001,0.964,1.282,0.549,8.423
-0.226,-0.003,0.950,2.808,0.977,8.728
-0.216,-0.017,0.958,1.343,1.343,9.460
-0.207,-0.014,0.970,-3.479,0.488,9.216
-0.201,-0.021,0.976,-6.104,-1.709,8.545
-0.200,-0.032,0.970,-6.775,-4.333,7.507
-0.202,-0.025,0.964,-8.545,-6.165,6.104
-0.206,-0.029,0.975,-9.705,-6.958,5.005
-0.209,-0.030,0.981,-9.583,-7.751,3.662
-0.216,-0.019,0.972,-8.118,-8.118,2.563
-0.225,-0.015,0.956,-5.066,-7.629,1.953
-0.232,-0.022,0.954,-3.113,-6.531,1.465
-0.235,-0.022,0.960,-3.723,-5.493,1.099
0.876,0.525,1.413,-47.119,83.923,62.622

1.007,0.579,1.394,-30.457,82.642,68.237
1.116,0.569,1.344,-11.292,77.698,75.012
1.205,0.580,1.219,2.930,70.129,80.261
1.232,0.487,1.090,14.221,62.500,82.947
1.273,0.414,0.930,19.043,56.274,80.811
1.297,0.318,0.839,13.428,52.795,73.547
1.306,0.260,0.798,3.967,50.476,61.157
1.276,0.195,0.815,-0.610,45.288,43.762
1.239,0.176,0.849,2.808,34.546,22.400
1.179,0.152,0.872,12.146,17.517,-0.244
1.094,0.119,0.804,23.499,-4.456,-22.827
0.992,0.076,0.680,33.508,-26.611,-44.556
0.888,0.020,0.571,36.255,-44.189,-63.782
0.768,0.025,0.469,28.381,-55.359,-78.918
0.634,0.059,0.373,18.066,-59.021,-88.440
0.516,0.047,0.333,11.658,-55.481,-92.346
0.388,0.023,0.331,7.446,-49.011,-93.018
0.271,0.031,0.363,3.967,-42.969,-93.018
0.161,0.052,0.406,-2.075,-38.940,-91.919
0.055,0.058,0.431,-6.348,-38.086,-90.210
-0.048,0.073,0.392,-1.465,-37.598,-88.074
-0.161,0.078,0.290,12.756,-34.302,-85.693
-0.263,0.040,0.173,31.982,-27.344,-83.435
-0.345,-0.019,0.091,49.011,-18.494,-82.947
-0.444,-0.058,0.104,55.969,-12.756,-85.205
-0.567,-0.032,0.199,51.331,-15.503,-89.966
-0.676,0.028,0.303,38.574,-28.748,-94.666
-0.747,0.066,0.376,23.682,-50.964,-96.863
-0.790,0.077,0.421,7.874,-77.271,-95.642
-0.844,0.090,0.479,-12.573,-101.990,-91.248
-0.928,0.096,0.567,-34.119,-121.155,-84.290
-1.008,0.078,0.657,-47.607,-133.545,-76.660
-1.076,0.069,0.750,-52.856,-138.123,-69.885
-1.123,0.044,0.863,-53.101,-135.437,-64.636
-1.130,0.023,0.953,-44.495,-126.587,-62.256
-1.103,0.005,0.998,-27.527,-113.220,-61.218
-1.064,0.018,1.002,-8.911,-95.886,-59.937
-1.022,0.072,0.996,7.507,-76.416,-56.580
-0.960,0.086,1.001,20.447,-57.129,-50.110
-0.894,0.049,1.055,26.062,-41.565,-42.236
-0.837,0.015,1.136,22.705,-33.569,-35.950
-0.787,-0.001,1.180,16.235,-33.081,-32.410
-0.747,-0.002,1.177,12.329,-37.170,-31.067
-0.719,-0.004,1.172,9.033,-41.931,-30.762
-0.711,-0.004,1.187,5.859,-44.678,-30.884
-0.698,0.001,1.184,5.676,-46.021,-31.250
-0.683,0.001,1.164,8.118,-45.776,-31.006
-0.667,0.014,1.142,10.132,-42.786,-29.785
-0.654,0.016,1.119,11.230,-38.025,-27.222
-0.632,0.016,1.128,11.719,-32.166,-23.682
-0.603,0.016,1.141,12.756,-26.733,-20.203
-0.576,0.015,1.125,14.465,-22.949,-16.846
-0.544,0.008,1.094,15.320,-20.386,-13.733
-0.509,0.002,1.060,15.015,-17.456,-11.047
-0.478,-0.007,1.031,13.672,-14.404,-8.789
-0.448,-0.008,1.006,11.414,-11.658,-6.836
-0.417,-0.020,1.001,8.301,-8.972,-5.371
-0.396,-0.029,1.006,4.272,-6.897,-4.822
-0.382,-0.037,1.017,0.122,-6.287,-5.188
-0.369,-0.028,1.022,-4.456,-6.897,-6.348
-0.361,-0.017,1.036,-8.301,-8.240,-7.751
-0.355,-0.014,1.052,-11.169,-9.583,-8.728
-0.361,-0.005,1.070,-12.756,-10.864,-9.460
-0.360,0.004,1.087,-13.062,-11.719,-9.705
-0.358,0.006,1.085,-10.498,-12.268,-9.460
-0.359,0.006,1.049,-5.615,-11.475,-8.789
-0.360,0.005,1.002,-0.549,-9.155,-7.690
-0.350,-0.000,0.977,2.869,-4.822,-6.348
-0.339,-0.014,0.960,5.127,-0.122,-5.066
-0.332,-0.033,0.935,7.019,3.723,-4.333
-0.324,-0.058,0.917,7.202,6.897,-4.456
-0.320,-0.066,0.913,4.456,9.094,-5.127
-0.318,-0.062,0.919,0.305,9.888,-6.470
-0.309,-0.063,0.932,-3.296,9.338,-7.690
-0.312,-0.056,0.950,-6.653,7.874,-8.423
-0.313,-0.044,0.965,-10.010,5.676,-8.789
-0.308,-0.028,0.982,-11.780,3.174,-8.606
-0.305,-0.019,0.992,-11.414,1.160,-8.484
-0.302,-0.010,1.001,-10.925,-0.793,-8.057
-0.298,0.000,0.999,-9.766,-2.686,-7.263
-0.298,-0.002,0.997,-8.423,-3.845,-6.165
-0.298,-0.010,0.997,-8.240,-4.150,-5.371
-0.297,-0.000,1.009,-8.911,-4.028,-5.127
-0.297,0.022,1.027,-10.132,-3.845,-5.005
-0.292,0.043,1.046,-9.460,-3.906,-4.761
-0.286,0.047,1.050,-6.958,-3.967,-4.211
-0.279,0.049,1.036,-3.845,-3.784,-3.723
-0.277,0.052,1.017,-0.488,-2.991,-3.174
-0.271,0.043,1.009,1.770,-1.709,-2.441
-0.266,0.028,1.010,2.808,-0.305,-1.892
-0.268,0.022,1.005,2.930,-0.122,-2.075
-0.273,0.018,1.000,3.357,-0.366,-2.258
-0.280,0.015,0.994,3.601,-0.732,-2.747
-0.285,0.009,0.989,3.052,-1.221,-3.174
-0.288,0.005,0.991,1.648,-1.831,-3.479
-0.289,0.014,0.993,0.427,-2.625,-3.540
-0.295,0.012,0.987,0.549,-3.296,-3.357
-0.302,0.007,0.978,1.465,-3.357,-3.052
-0.306,0.006,0.967,2.441,-2.869,-2.686
-0.309,0.004,0.961,2.869,-1.831,-2.136
-0.308,0.005,0.947,2.441,-0.183,-1.526
-0.306,0.006,0.939,1.953,1.038,-1.282
-0.306,0.010,0.946,1.526,2.625,-0.793
-0.304,0.013,0.961,0.488,4.150,-0.305
-0.299,0.013,0.969,0.244,4.578,0.061
-0.292,0.009,0.973,1.160,3.906,0.183
-0.286,0.002,0.972,1.587,2.869,0.061
-0.284,0.007,0.967,1.526,1.160,-0.427
-0.277,-0.000,0.959,2.136,-0.427,-0.854
-0.275,-0.003,0.944,2.686,-1.831,-1.343
-0.280,-0.010,0.943,2.441,-2.808,-1.953
-0.291,-0.006,0.938,1.343,-3.418,-2.502
-0.296,-0.004,0.929,1.099,-3.723,-2.991
-0.315,-0.107,0.929,1.282,-3.784,-3.845
-0.301,0.022,0.903,1.221,-3.235,-8.240
-0.268,0.002,0.923,-2.686,-1.831,-11.536
-0.261,0.002,0.939,-2.869,-0.854,-13.062
-0.268,0.028,0.945,-3.784,-0.366,-13.672
0.437,0.510,1.635,16.724,74.829,91.064
0.606,0.484,1.487,27.588,94.666,92.224
0.788,0.437,1.336,31.433,111.206,87.646

0.967,0.355,1.134,34.790,123.413,77.393
1.136,0.255,0.912,38.696,133.362,61.279
1.268,0.204,0.750,35.767,141.602,39.490
1.366,0.224,0.626,25.696,145.264,14.038
1.446,0.262,0.561,14.404,143.066,-12.451
1.480,0.303,0.541,0.977,132.874,-38.696
1.448,0.311,0.564,-11.230,115.112,-63.354
1.350,0.296,0.573,-18.677,90.271,-86.853
1.218,0.272,0.494,-16.907,61.829,-108.765
1.084,0.225,0.355,-7.202,35.522,-127.319
0.962,0.184,0.231,0.549,16.541,-140.930
0.868,0.218,0.200,0.061,2.930,-148.560
0.769,0.283,0.223,-4.150,-9.827,-149.414
0.616,0.326,0.223,-3.906,-25.085,-143.555
0.410,0.294,0.162,-1.160,-41.870,-133.545
0.199,0.209,0.099,-3.235,-57.922,-124.023
-0.032,0.125,0.076,-15.991,-70.740,-116.821
-0.263,0.113,0.093,-35.339,-78.979,-112.793
-0.459,0.151,0.109,-50.171,-81.604,-108.826
-0.638,0.272,0.153,-54.077,-77.271,-101.868
-0.797,0.474,0.220,-47.974,-68.604,-90.210
-0.913,0.534,0.462,-33.264,-61.218,-74.402
-1.017,0.461,0.768,-23.315,-65.674,-60.486
-1.157,0.319,0.821,-11.719,-87.158,-55.969
-1.349,0.105,0.648,-0.793,-114.502,-62.134
-1.525,-0.077,0.529,-10.498,-131.897,-77.698
-1.624,-0.178,0.581,-39.795,-135.681,-97.961
-1.631,-0.197,0.786,-68.604,-129.517,-117.004
-1.600,-0.089,1.014,-87.036,-118.042,-128.113
-1.555,0.059,1.154,-88.135,-103.271,-126.526
-1.481,0.170,1.243,-72.632,-82.825,-110.962
-1.359,0.262,1.326,-49.927,-58.472,-84.412
-1.214,0.298,1.385,-25.330,-36.377,-51.086
-1.068,0.255,1.380,-2.197,-20.020,-17.700
-0.928,0.189,1.321,14.160,-11.169,8.484
-0.790,0.131,1.274,20.569,-7.874,25.513
-0.668,0.081,1.248,19.409,-9.460,33.142
-0.569,0.054,1.242,14.526,-14.099,33.630
-0.497,0.047,1.236,8.911,-21.484,29.053
-0.464,0.069,1.213,7.263,-28.442,21.790
-0.439,0.047,1.177,7.690,-32.715,14.099
-0.424,0.073,1.157,8.728,-33.081,6.714
-0.408,0.082,1.134,12.146,-30.945,-0.732
-0.400,0.096,1.103,17.090,-26.794,-6.226
-0.401,0.105,1.080,20.630,-21.362,-10.376
-0.400,0.096,1.048,21.973,-15.503,-12.390
-0.393,0.083,1.015,21.667,-9.888,-12.634
-0.382,0.056,0.983,20.142,-5.188,-12.268
-0.357,0.037,0.958,16.479,-0.488,-12.207
-0.331,0.036,0.948,10.498,2.747,-12.634
-0.304,0.044,0.960,4.028,4.822,-12.573
-0.281,0.054,0.990,-1.892,5.371,-11.536
-0.269,0.064,1.013,-6.836,3.662,-9.583
-0.260,0.066,1.030,-9.888,0.671,-7.141
-0.254,0.074,1.053,-11.780,-2.686,-4.883
-0.242,0.080,1.061,-10.986,-6.287,-3.418
-0.230,0.086,1.059,-8.179,-9.216,-2.014
-0.229,0.077,1.036,-3.479,-10.559,-0.488
-0.221,0.052,1.003,1.160,-10.681,0.427
-0.210,0.035,0.987,2.930,-9.216,0.183
-0.204,0.027,0.968,3.174,-7.019,-0.793
-0.200,0.029,0.956,2.686,-4.944,-2.380
-0.195,0.031,0.956,2.014,-2.808,-3.540
-0.197,0.034,0.968,1.038,-1.160,-3.967
-0.199,0.033,0.975,0.549,-0.793,-4.150
-0.203,0.029,0.974,0.793,-1.404,-4.150
-0.207,0.024,0.969,0.000,-2.441,-4.150
-0.210,0.021,0.973,-1.526,-4.578,-4.211
-0.218,0.024,0.981,-3.784,-6.226,-4.272
-0.228,0.035,0.992,-5.859,-7.751,-4.333
-0.241,0.034,0.995,-7.202,-8.728,-4.150
-0.247,0.037,1.006,-8.179,-8.911,-3.967
-0.250,0.045,1.017,-8.545,-8.423,-3.784
-0.256,0.059,1.018,-7.996,-8.057,-3.479
-0.253,0.059,1.010,-5.737,-7.385,-2.869
-0.251,0.056,1.001,-3.418,-6.226,-2.075
-0.251,0.060,1.001,-3.113,-4.822,-1.343
-0.247,0.069,1.010,-3.662,-3.479,-0.549
-0.241,0.077,1.021,-4.089,-2.380,0.244
-0.238,0.078,1.030,-4.028,-2.014,0.916
-0.237,0.084,1.029,-3.174,-1.953,1.099
-0.233,0.085,1.021,-0.427,-2.075,1.526
-0.229,0.083,1.013,2.441,-2.075,1.892
-0.222,0.084,1.005,4.028,-1.587,2.319
-0.221,0.090,1.003,4.639,-1.526,3.052
-0.219,0.087,1.001,5.981,-2.075,3.845
-0.215,0.076,0.985,7.812,-2.502,4.211
-0.215,0.066,0.969,9.521,-2.869,4.333
-0.216,0.053,0.955,10.559,-2.869,4.028
-0.220,0.050,0.943,10.071,-2.625,3.418
-0.225,0.050,0.943,8.789,-2.747,2.625
-0.228,0.057,0.942,6.897,-3.540,2.014
-0.233,0.054,0.944,5.371,-4.700,1.770
-0.239,0.055,0.943,3.845,-5.676,1.587
-0.246,0.059,0.945,2.075,-6.531,1.770
-0.249,0.065,0.945,0.732,-7.080,2.380
-0.245,0.069,0.943,-0.427,-7.751,3.357
-0.238,0.068,0.948,-1.404,-8.057,4.395
-0.240,0.067,0.948,-2.075,-8.362,5.310
-0.244,0.068,0.945,-2.869,-8.667,5.859
-0.241,0.071,0.951,-4.150,-8.301,6.226
-0.236,0.071,0.960,-5.676,-8.057,6.042
-0.237,0.072,0.972,-7.019,-7.996,5.493
-0.249,0.071,0.981,-7.568,-8.301,4.395
-0.261,0.071,0.989,-7.446,-8.667,2.869
-0.272,0.079,0.989,-6.592,-8.911,0.977
-0.281,0.080,0.983,-3.906,-9.155,-0.793
-0.293,0.066,0.977,-0.488,-8.728,-2.075
-0.310,0.062,0.970,1.587,-7.812,-3.357
-0.317,0.061,0.960,3.113,-6.409,-3.967
-0.310,0.064,0.937,4.333,-4.944,-3.845
-0.294,0.073,0.923,4.578,-3.052,-2.686
-0.282,0.078,0.934,1.831,-1.099,-0.244
-0.271,0.083,0.961,-2.319,0.366,2.869
-0.263,0.089,0.984,-5.188,-0.427,5.798
-0.260,0.088,1.000,-6.409,-2.075,8.240
-1.629,0.161,0.926,-68.237,-113.892,-79.712
-1.592,0.157,1.066,-61.157,-92.407,-75.623
-1.523,0.177,1.175,-47.058,-69.519,-68.604
-1.432,0.193,1.222,-28.076,-49.438,-58.044

-1.333,0.195,1.212,-8.362,-32.715,-44.495
-1.225,0.196,1.187,5.920,-20.203,-29.114
-1.103,0.200,1.176,12.085,-12.573,-13.000
-0.975,0.200,1.159,12.085,-10.620,1.709
-0.857,0.182,1.146,7.629,-12.085,14.160
-0.755,0.165,1.136,1.099,-15.381,22.949
-0.671,0.143,1.138,-4.150,-18.982,27.161
-0.623,0.146,1.120,-7.202,-20.996,27.039
-0.604,0.171,1.122,-6.714,-21.118,24.719
-0.548,0.139,1.090,-2.502,-19.104,23.437
-0.505,0.142,1.069,0.610,-14.526,21.667
-0.475,0.134,1.043,5.920,-9.094,16.968
-0.444,0.119,1.011,12.085,-3.479,10.437
-0.425,0.109,0.973,15.076,1.099,2.991
-0.406,0.092,0.961,15.015,4.578,-3.296
-0.391,0.084,0.943,13.977,6.531,-6.897
-0.387,0.080,0.940,11.169,6.775,-8.667
-0.386,0.093,0.926,6.836,5.615,-8.362
-0.383,0.090,0.947,0.916,3.845,-7.446
-0.374,0.112,0.979,-3.967,1.160,-5.859
-0.373,0.125,1.004,-6.653,-3.235,-3.540
-0.370,0.129,1.012,-8.240,-7.935,0.366
-0.372,0.151,1.007,-8.667,-11.719,4.578
-0.351,0.125,1.020,-8.484,-13.184,9.033
-0.347,0.126,1.022,-6.958,-13.489,11.719
-0.335,0.106,1.019,-3.967,-12.390,12.451
-0.330,0.114,1.021,-0.488,-10.498,11.108
-0.330,0.120,1.018,2.930,-7.751,8.789
-0.338,0.108,0.998,7.751,-4.822,6.531
-0.346,0.086,0.961,13.794,-1.465,3.845
-0.356,0.078,0.931,18.311,2.258,0.977
-0.364,0.078,0.915,20.630,5.432,-1.892
-0.365,0.075,0.889,22.034,7.080,-3.601
-0.364,0.068,0.866,22.522,7.751,-3.906
-0.360,0.063,0.852,19.714,6.958,-3.357
-0.359,0.068,0.852,14.282,4.883,-1.892
-0.353,0.065,0.865,8.301,2.075,-0.183
-0.352,0.072,0.883,3.113,-1.221,1.526
-0.360,0.076,0.902,-1.282,-5.127,2.808
-0.369,0.083,0.928,-4.700,-8.362,3.906
-0.371,0.084,0.949,-7.019,-10.803,4.578
-0.372,0.085,0.964,-7.996,-12.268,4.944
-0.381,0.092,0.970,-6.653,-12.573,4.944
-0.390,0.098,0.973,-4.456,-11.475,5.188
-0.387,0.101,0.977,-2.991,-9.583,5.615
-0.384,0.108,0.992,-2.319,-6.958,6.653
-0.383,0.113,1.005,-1.465,-4.761,8.057
-0.384,0.116,1.005,0.122,-2.747,9.705
-0.380,0.111,1.000,2.197,-0.977,11.536
-0.371,0.099,0.995,4.395,0.610,13.123
-0.364,0.092,0.985,5.554,2.075,14.282
-0.358,0.081,0.969,6.531,3.662,15.137
-0.347,0.068,0.961,6.348,4.822,15.625
-0.334,0.065,0.970,4.333,5.737,15.625
-0.325,0.062,0.981,2.197,6.104,15.503
-0.322,0.056,0.979,1.038,4.822,14.832
-0.331,0.053,0.971,-0.366,3.662,13.733
-0.346,0.055,0.966,-2.625,3.174,12.573
-0.358,0.053,0.975,-5.066,3.296,11.108
-0.366,0.059,0.986,-6.287,3.906,10.376
-0.368,0.072,0.999,-6.348,5.554,10.437
-0.364,0.080,1.010,-5.127,7.080,11.414
-0.354,0.082,1.014,-2.197,8.911,13.367
-0.343,0.070,1.008,2.136,10.376,15.686
-0.330,0.056,0.990,6.042,11.780,17.578
-0.318,0.046,0.974,8.240,13.123,18.921
-0.300,0.048,0.969,8.179,13.916,20.203
-0.284,0.049,0.966,7.141,13.550,21.057
-0.274,0.039,0.956,5.920,12.634,21.851
-0.276,0.037,0.955,2.869,11.658,22.034
-0.280,0.043,0.972,-1.526,10.864,21.606
-0.277,0.049,0.999,-5.188,9.460,20.996
-0.274,0.056,1.012,-6.714,7.996,20.264
-0.277,0.057,1.007,-5.249,6.348,19.531
-0.277,0.050,0.997,-2.747,6.226,18.799
-0.274,0.051,0.988,-0.671,7.080,18.311
-0.268,0.055,0.981,1.038,8.789,18.066
-0.263,0.052,0.971,2.686,10.559,18.188
-0.260,0.053,0.961,3.906,12.329,18.677
-0.249,0.055,0.966,3.418,13.733,19.531
-0.243,0.058,0.977,1.770,14.404,20.630
-0.250,0.054,0.982,0.488,13.550,21.484
-0.255,0.047,0.974,-0.549,12.573,21.790
-0.264,0.045,0.969,-2.380,11.841,21.362
-0.270,0.053,0.979,-4.150,11.902,20.569
-0.276,0.063,0.993,-5.371,11.719,19.836
-0.275,0.068,1.000,-5.066,11.780,19.836
-0.271,0.071,1.000,-3.418,12.085,20.325
-0.264,0.075,0.994,-1.221,12.451,21.362
-0.251,0.079,0.988,0.854,13.428,22.705
-0.236,0.074,0.976,2.747,14.343,24.780
-0.219,0.064,0.958,4.333,14.832,26.306
-0.208,0.051,0.937,4.578,15.320,27.527
-0.197,0.036,0.918,3.357,16.174,27.710
-0.187,0.025,0.903,0.610,16.968,26.917
-0.173,0.022,0.905,-3.540,18.372,24.963
-0.173,0.031,0.924,-7.690,19.043,22.461
-0.179,0.041,0.948,-9.705,18.921,19.958
-0.182,0.058,0.971,-9.949,18.005,17.944
-0.180,0.077,0.992,-9.094,16.296,16.785
-0.183,0.086,1.003,-6.775,13.428,16.846
-0.183,0.081,0.995,-3.357,10.681,17.883
-0.183,0.069,0.972,0.305,7.629,18.982
-0.177,0.059,0.951,1.465,5.798,19.958
-0.167,0.059,0.947,-0.122,4.639,20.813
-0.159,0.053,0.951,-2.136,3.845,21.362
-0.159,0.051,0.951,-3.479,3.113,21.851
-0.163,0.053,0.953,-4.456,2.869,21.790
-0.163,0.055,0.966,-5.737,2.319,21.362
-0.164,0.068,0.985,-7.019,2.014,21.057
-0.166,0.078,1.001,-7.263,1.221,20.691
-0.165,0.085,1.006,-6.470,0.061,20.874
-0.166,0.083,1.000,-5.127,-1.221,21.057
-0.169,0.082,0.991,-4.211,-1.770,21.057
-0.168,0.078,0.982,-4.272,-1.709,20.874
1.105,0.567,1.198,-19.714,44.495,29.602
1.260,0.605,1.191,-19.165,45.837,35.156
1.390,0.622,1.157,-14.954,45.105,38.757
1.481,0.598,1.095,-7.202,42.969,38.696
1.512,0.502,1.015,1.526,39.246,33.020

1.500,0.374,0.938,6.897,34.912,19.409
1.454,0.254,0.868,7.751,29.907,-3.052
1.393,0.163,0.810,6.165,24.719,-33.020
1.334,0.115,0.744,4.211,19.897,-68.054
1.259,0.107,0.669,4.761,16.235,-103.027
1.137,0.139,0.578,9.705,14.587,-133.179
1.017,0.141,0.495,16.724,15.076,-155.090
0.913,0.133,0.456,21.240,16.357,-168.091
0.796,0.200,0.442,22.827,14.832,-172.668
0.723,0.330,0.465,23.926,8.301,-168.579
0.660,0.459,0.528,24.719,-5.127,-155.518
0.545,0.481,0.504,28.625,-27.283,-136.536
0.341,0.412,0.316,40.283,-55.237,-118.286
0.055,0.275,0.013,45.837,-80.261,-106.995
-0.262,0.118,-0.184,32.776,-94.543,-105.347
-0.572,0.027,-0.181,2.441,-98.206,-113.220
-0.853,0.045,0.021,-30.396,-98.694,-127.319
-1.096,0.137,0.329,-51.331,-102.905,-142.334
-1.297,0.230,0.593,-51.025,-114.441,-153.320
-1.460,0.308,0.710,-31.128,-130.737,-158.386
-1.622,0.306,0.657,-4.761,-145.874,-157.288
-1.781,0.201,0.532,18.982,-152.710,-152.832
-1.911,0.103,0.466,25.635,-149.231,-148.682
-1.955,0.084,0.491,10.681,-137.878,-143.433
-1.922,0.117,0.569,-11.108,-122.559,-132.690
-1.837,0.178,0.719,-32.288,-105.164,-115.540
-1.730,0.269,0.917,-46.204,-88.684,-92.529
-1.612,0.318,1.076,-47.791,-75.623,-65.552
-1.473,0.295,1.150,-36.316,-66.956,-38.513
-1.351,0.252,1.153,-20.325,-60.364,-15.381
-1.238,0.191,1.091,-5.493,-54.871,1.099
-1.125,0.153,1.034,4.578,-48.950,11.292
-1.010,0.162,1.017,6.592,-42.603,16.968
-0.903,0.182,1.013,4.822,-37.537,20.630
-0.826,0.210,1.003,1.343,-34.241,23.743
-0.772,0.239,1.025,-3.296,-31.677,25.940
-0.707,0.242,1.061,-7.874,-29.480,27.832
-0.654,0.246,1.088,-10.132,-28.259,28.503
-0.607,0.234,1.075,-9.338,-27.710,27.039
-0.566,0.230,1.065,-6.287,-26.123,23.010
