aX,aY,aZ,gX,gY,gZ
-0.129,-0.142,1.115,-17.761,-6.531,40.222
-0.158,-0.034,1.197,-17.822,-6.226,31.738
-0.170,-0.028,1.175,-3.845,-6.226,26.978
-0.202,-0.096,1.088,7.080,-6.348,25.635
-0.229,-0.098,0.987,8.423,-5.981,23.437
-0.233,-0.055,0.891,5.676,-4.333,21.484
-0.193,-0.045,0.916,-6.165,-2.380,22.217
-0.146,-0.032,0.995,-22.705,-2.869,22.217
-0.134,-0.045,1.026,-29.419,-5.737,18.860
-0.148,-0.086,1.068,-29.358,-7.812,12.878
-0.167,-0.093,1.144,-28.748,-7.690,6.287
-0.215,-0.069,1.155,-22.827,-7.202,1.282

-0.685,0.329,2.322,-27.344,-56.885,-31.372
-0.733,0.335,2.415,23.926,-75.378,-20.569
-0.748,0.178,2.194,76.233,-98.938,-9.216
-0.727,0.050,1.938,103.394,-114.502,-6.653
-0.658,-0.068,1.846,89.050,-116.760,-14.465
-0.684,-0.073,1.937,47.485,-110.046,-29.663
-0.799,0.081,2.214,-4.822,-101.440,-42.480
-0.867,0.320,2.665,-51.575,-97.656,-41.626
-0.853,0.506,3.078,-73.486,-103.882,-26.794
-0.829,0.633,3.295,-70.374,-117.249,-8.484
-0.810,0.705,3.277,-54.932,-126.282,4.944
-0.763,0.679,3.145,-37.109,-118.652,12.146
-0.673,0.582,2.963,-32.532,-89.844,9.155
-0.529,0.376,2.791,-40.710,-42.480,-7.141
-0.444,0.225,2.665,-55.847,16.846,-36.377
-0.475,0.106,2.447,-72.388,82.947,-70.801
-0.548,0.178,2.270,-82.031,154.236,-99.670
-0.484,0.062,2.200,-72.021,220.642,-112.793
-0.427,-0.031,1.943,-38.513,261.536,-115.662
-0.441,-0.119,1.464,0.244,276.367,-111.023
-0.541,-0.094,0.946,36.438,272.766,-95.947
-0.532,-0.241,0.551,56.702,254.578,-71.350
-0.545,-0.320,0.109,69.763,223.999,-45.837
-0.557,-0.484,-0.465,86.365,189.514,-25.146
-0.625,-0.495,-0.839,106.689,163.391,-10.071
-0.559,-0.630,-1.048,131.104,139.099,8.362
-0.526,-0.832,-1.264,122.375,108.521,24.780
-0.268,-0.844,-1.451,60.791,82.214,26.672
-0.020,-0.821,-1.500,-40.283,79.590,8.667
0.076,-0.703,-1.109,-123.962,106.689,-34.363
-0.031,-0.545,-0.592,-136.658,140.381,-92.834
-0.283,-0.580,-0.374,-101.379,154.480,-141.907
-0.656,-0.743,-0.385,-56.885,153.931,-175.781
-1.057,-0.723,-0.435,-18.982,150.269,-192.444
-1.319,-0.867,-0.438,4.517,145.508,-180.786
-1.458,-1.033,-0.479,17.212,137.695,-150.391
-1.452,-1.062,-0.463,25.330,127.258,-112.122
-1.258,-1.011,-0.372,22.888,111.938,-65.308
-0.917,-0.921,-0.280,6.226,90.149,-17.212
-0.489,-0.731,-0.128,-14.282,68.970,20.447
-0.080,-0.540,0.086,-31.860,52.307,43.152
0.232,-0.373,0.261,-36.926,40.771,46.509
0.381,-0.278,0.426,-19.226,33.813,32.104
0.362,-0.243,0.544,14.587,27.832,8.667
0.242,-0.260,0.544,46.204,18.799,-12.756
0.130,-0.301,0.498,65.613,7.263,-26.917
0.037,-0.321,0.461,61.768,-4.150,-29.724
0.002,-0.315,0.535,34.058,-13.977,-23.132
0.046,-0.284,0.672,2.930,-22.034,-13.367
0.082,-0.238,0.769,-17.029,-28.259,-4.700
0.123,-0.215,0.854,-29.663,-30.884,0.977
0.170,-0.197,0.965,-42.236,-28.381,2.686
0.187,-0.176,1.052,-49.927,-22.522,-2.441
0.152,-0.152,1.099,-46.387,-14.221,-12.451
0.115,-0.170,1.083,-35.828,-5.493,-23.315
0.064,-0.208,1.011,-25.757,2.747,-32.349
0.008,-0.250,0.857,-22.339,9.827,-38.452
-0.027,-0.249,0.835,-29.602,17.273,-41.321
-0.046,-0.114,1.186,-41.321,20.020,-39.185
-0.103,-0.044,1.499,-35.767,3.967,-29.602
-0.154,-0.141,1.342,-7.263,-25.085,-16.968
-0.178,-0.176,1.164,19.409,-39.917,-8.728
-0.201,-0.149,1.030,33.630,-35.278,-2.686
-0.172,-0.144,0.976,39.124,-19.592,4.333
-0.077,-0.176,1.054,39.307,-2.930,8.362
-0.018,-0.189,1.085,37.903,4.395,6.897
-0.016,-0.186,1.049,36.682,3.357,2.075
-0.018,-0.170,1.006,33.447,1.465,-1.099
-0.001,-0.144,0.980,27.222,1.892,-0.549
0.045,-0.124,1.001,20.752,5.798,2.930
0.116,-0.106,1.067,19.775,9.888,6.653
0.163,-0.086,1.088,26.550,9.460,8.545
0.167,-0.087,1.040,38.086,5.737,7.202
0.164,-0.109,0.964,49.988,1.892,4.028
0.157,-0.177,0.891,52.673,-1.404,0.549
0.131,-0.210,0.858,43.274,-3.113,-3.174
0.106,-0.209,0.883,30.518,-3.052,-7.568
0.078,-0.229,0.915,21.301,-2.930,-10.803
0.037,-0.246,0.931,16.968,-3.174,-12.146
0.003,-0.237,0.943,16.785,-3.845,-11.169
-0.005,-0.255,0.935,15.930,-5.920,-6.714
-0.005,-0.256,0.933,12.268,-8.301,-1.770
0.011,-0.271,0.950,10.071,-10.376,2.319
0.011,-0.279,0.939,7.324,-13.550,4.456
0.002,-0.274,0.943,1.770,-16.113,4.822
-0.003,-0.251,0.973,-6.409,-17.395,5.249
0.001,-0.234,1.017,-12.695,-17.151,5.249
-0.001,-0.227,1.063,-14.893,-16.602,4.456
-0.005,-0.199,1.089,-15.015,-15.930,3.174
0.002,-0.162,1.071,-14.343,-14.893,2.441
0.011,-0.152,1.075,-10.437,-11.475,2.686
0.024,-0.165,1.063,-6.836,-6.958,3.845
0.033,-0.155,1.056,-5.066,-3.052,4.456
0.043,-0.149,1.078,-4.211,0.183,5.371
0.053,-0.145,1.084,-4.456,1.526,6.470
0.052,-0.131,1.076,-3.418,1.709,6.592
0.054,-0.118,1.060,1.709,2.075,6.287
0.070,-0.143,1.027,6.348,2.014,5.981
0.082,-0.150,1.012,5.859,1.892,5.615
0.091,-0.147,1.011,3.479,1.648,4.578
0.095,-0.156,1.003,2.625,1.160,3.662
0.094,-0.165,1.002,2.869,0.244,2.502
0.088,-0.175,0.998,3.479,-0.549,1.526
0.077,-0.181,0.993,3.296,-1.343,0.854
0.076,-0.192,1.006,3.601,-1.648,-0.061
0.064,-0.198,1.026,5.188,-2.747,-0.854
0.047,-0.204,1.031,5.676,-4.395,-0.854
0.029,-0.200,1.038,5.920,-6.042,-0.671
0.012,-0.193,1.038,7.874,-7.263,0.488
0.008,-0.183,1.023,11.292,-7.996,2.197
0.021,-0.184,1.013,12.939,-8.423,4.272
0.044,-0.197,1.004,11.047,-9.338,5.798
0.052,-0.202,1.000,6.592,-10.315,6.348
0.053,-0.200,1.001,1.709,-10.620,5.127
0.057,-0.200,1.011,-2.258,-10.315,3.052
0.049,-0.204,1.019,-4.333,-9.094,0.610
0.033,-0.207,1.021,-3.723,-7.507,-2.014
0.015,-0.204,1.020,-1.465,-5.615,-3.479
-0.005,-0.204,1.024,0.183,-3.906,-3.601

-0.562,0.052,1.954,50.232,-61.279,-12.817
-0.631,-0.006,1.838,60.486,-65.552,-9.766
-0.672,-0.046,1.736,60.181,-62.378,-2.991
-0.689,-0.086,1.680,47.852,-53.772,7.141
-0.678,-0.116,1.668,25.879,-40.771,17.700
-0.631,-0.118,1.652,2.075,-24.048,25.330
-0.568,-0.147,1.653,-14.709,-3.906,28.076
-0.505,-0.118,1.703,-22.766,17.212,24.902
-0.439,-0.104,1.749,-21.301,34.790,17.456
-0.395,-0.169,1.773,-11.169,44.434,7.019
-0.402,-0.246,1.751,-0.488,45.715,-5.493
-0.428,-0.292,1.680,7.812,40.771,-20.874
-0.479,-0.333,1.616,10.986,32.654,-36.377
-0.532,-0.376,1.548,10.010,24.780,-48.218
-0.612,-0.416,1.487,8.362,19.287,-55.115
-0.666,-0.431,1.420,8.118,17.639,-57.068
-0.691,-0.470,1.375,8.179,18.860,-53.528
-0.693,-0.510,1.362,4.700,20.569,-46.021
-0.669,-0.512,1.303,-3.418,21.057,-38.330
-0.612,-0.540,1.257,-9.949,21.423,-32.776
-0.552,-0.602,1.243,-13.916,22.156,-30.518
-0.529,-0.721,1.169,-13.184,22.217,-32.410
-0.558,-0.761,1.048,-10.620,25.269,-38.086
-0.590,-0.712,0.948,-11.108,35.095,-42.908
-0.594,-0.657,0.852,-12.817,52.551,-42.847
-0.568,-0.601,0.757,-10.010,76.294,-38.879
-0.527,-0.594,0.683,1.343,103.149,-33.997
-0.504,-0.599,0.589,20.569,127.563,-31.006
-0.506,-0.584,0.514,43.091,146.057,-30.457
-0.520,-0.615,0.402,60.669,154.541,-29.480
-0.543,-0.650,0.225,72.998,156.311,-26.611
-0.554,-0.618,0.089,74.158,156.250,-20.386
-0.527,-0.621,0.043,68.420,155.579,-11.841
-0.469,-0.700,0.035,62.134,151.855,-4.944
-0.426,-0.793,0.017,55.908,145.386,-3.906
-0.413,-0.836,-0.003,47.607,138.000,-9.521
-0.432,-0.859,0.026,39.551,132.080,-20.020
-0.458,-0.816,0.104,30.334,126.343,-30.579
-0.473,-0.718,0.141,20.142,119.873,-36.255
-0.486,-0.645,0.130,12.939,115.173,-33.813
-0.469,-0.596,0.119,13.733,116.455,-25.879
-0.441,-0.534,0.092,22.522,122.803,-15.625
-0.414,-0.477,0.071,35.339,131.348,-4.883
-0.372,-0.449,0.055,46.265,138.428,6.042
-0.323,-0.510,-0.001,53.528,141.052,15.991
-0.264,-0.580,-0.020,52.673,140.137,21.484
-0.193,-0.642,0.054,42.480,135.864,21.301
-0.131,-0.679,0.184,28.320,125.916,17.151
-0.098,-0.654,0.296,11.902,108.643,12.146
-0.093,-0.566,0.358,-3.540,87.158,9.155
-0.103,-0.483,0.400,-13.550,65.979,9.094
-0.095,-0.393,0.411,-16.418,47.424,11.353
-0.056,-0.307,0.402,-14.771,32.043,15.381
-0.000,-0.285,0.375,-17.212,19.470,20.935
0.058,-0.302,0.351,-27.039,10.742,25.513
0.112,-0.337,0.341,-38.208,6.165,24.536
0.172,-0.382,0.364,-45.593,5.127,16.418
0.219,-0.453,0.399,-48.828,5.249,2.014
0.228,-0.513,0.412,-54.993,5.371,-15.503
0.155,-0.597,0.412,-70.740,7.202,-33.875
0.203,-0.539,0.468,-92.896,12.756,-51.758
0.172,-0.437,0.537,-114.014,21.667,-64.758
0.083,-0.312,0.629,-121.094,32.043,-71.594
0.030,-0.203,0.727,-110.291,42.053,-72.144
-0.142,-0.184,0.779,-96.069,49.438,-67.688
0.002,-0.110,0.890,-78.186,54.077,-69.519
0.066,-0.025,0.912,-39.917,51.270,-65.979
0.085,0.031,0.915,-21.057,43.640,-50.720
0.086,0.011,0.919,-14.893,33.020,-29.907
0.079,-0.042,0.950,-13.428,21.851,-10.132
0.107,-0.118,0.971,-12.573,10.071,3.662
0.169,-0.202,0.970,-4.700,-0.366,9.094
0.199,-0.272,0.923,10.498,-8.606,6.897
0.188,-0.316,0.841,24.170,-13.977,0.427
0.142,-0.323,0.781,29.663,-14.587,-6.470
0.103,-0.301,0.781,28.381,-11.047,-12.695
0.079,-0.261,0.827,26.917,-6.897,-16.418
0.072,-0.248,0.889,28.381,-5.554,-16.602
0.084,-0.272,0.942,31.006,-9.277,-14.893
0.088,-0.322,0.965,31.311,-17.944,-13.062
0.079,-0.361,0.962,27.893,-29.236,-12.756
0.062,-0.369,0.948,23.132,-40.833,-14.526
0.046,-0.353,0.933,18.372,-50.659,-16.968
0.036,-0.323,0.917,13.123,-58.105,-17.944
0.022,-0.302,0.918,7.446,-62.988,-16.663
0.004,-0.285,0.916,2.686,-66.040,-13.367
-0.005,-0.262,0.908,0.549,-67.139,-8.728
-0.013,-0.260,0.890,0.854,-66.406,-3.723
-0.019,-0.274,0.879,0.916,-63.171,1.038
-0.023,-0.298,0.857,0.122,-57.861,5.066
-0.033,-0.307,0.842,-1.892,-50.537,7.324
-0.029,-0.334,0.859,-3.967,-41.504,8.118
-0.024,-0.355,0.891,-5.737,-32.532,7.568
-0.016,-0.363,0.922,-7.080,-25.085,5.737
-0.012,-0.354,0.940,-8.972,-19.714,3.906
-0.021,-0.337,0.942,-9.949,-15.930,2.625
-0.037,-0.329,0.934,-9.766,-12.756,1.831
-0.044,-0.324,0.919,-10.010,-9.521,2.319
-0.045,-0.324,0.913,-11.169,-5.981,3.540
-0.036,-0.331,0.925,-13.977,-2.441,5.188
-0.026,-0.330,0.952,-18.433,0.793,6.775
-0.020,-0.320,0.987,-22.766,3.540,8.240
-0.016,-0.305,1.023,-25.513,5.798,9.094
-0.011,-0.277,1.061,-25.818,7.019,9.338
-0.004,-0.243,1.083,-22.888,6.958,9.521
-0.000,-0.221,1.097,-15.442,5.920,10.803
-0.000,-0.218,1.102,-5.615,3.662,12.878
0.005,-0.221,1.093,2.075,0.610,15.015
0.022,-0.225,1.078,6.775,-3.296,16.479
0.029,-0.235,1.058,9.277,-7.080,17.090
0.034,-0.249,1.036,10.498,-10.498,16.846
0.047,-0.262,1.018,10.742,-12.939,15.808
0.048,-0.279,1.005,10.254,-13.977,14.526
0.035,-0.290,0.995,11.230,-13.062,12.207
0.022,-0.295,0.979,12.756,-10.681,9.033
0.016,-0.300,0.971,13.916,-6.836,5.859
0.015,-0.298,0.976,13.916,-2.869,3.296
0.021,-0.289,0.983,11.719,0.549,1.831
0.020,-0.274,0.997,8.423,3.235,1.770

-0.526,0.773,1.661,-69.824,-44.067,84.229
-0.584,0.856,1.768,-73.364,-62.561,87.463
-0.616,0.897,1.819,-80.383,-87.219,91.431
-0.611,0.904,1.846,-92.773,-113.159,96.619
-0.593,0.908,1.876,-109.436,-135.498,102.661
-0.597,0.949,1.918,-122.253,-151.733,108.276
-0.631,0.976,1.939,-122.803,-160.767,112.061
-0.676,0.952,1.885,-110.779,-162.048,113.586
-0.699,0.920,1.810,-95.764,-153.137,111.633
-0.692,0.848,1.772,-85.327,-135.010,107.300
-0.719,0.812,1.759,-76.843,-109.497,101.196
-0.802,0.820,1.766,-63.171,-80.872,91.675
-0.922,0.818,1.731,-34.607,-54.016,79.956
-0.958,0.749,1.585,4.517,-32.043,66.895
-0.972,0.606,1.428,35.156,-14.038,53.284
-0.925,0.491,1.320,47.852,-1.099,38.269
-0.829,0.402,1.296,42.786,5.859,22.156
-0.691,0.338,1.333,25.208,6.775,5.981
-0.632,0.268,1.396,3.357,1.465,-8.606
-0.634,0.248,1.489,-13.855,-8.423,-23.254
-0.625,0.195,1.518,-16.663,-23.621,-37.354
-0.640,0.146,1.420,-12.573,-40.161,-51.636
-0.571,-0.020,1.217,0.916,-50.171,-67.749
-0.805,-0.028,0.982,30.701,-49.500,-89.722
-0.989,-0.137,0.731,66.528,-40.405,-116.028
-0.900,-0.337,0.501,88.196,-23.865,-142.456
-0.788,-0.291,0.296,85.449,-0.488,-166.992
-0.649,-0.237,0.171,75.928,27.466,-185.730
-0.555,-0.231,0.174,70.251,57.129,-197.876
-0.541,-0.162,0.147,67.139,84.534,-205.017
-0.652,-0.086,0.134,69.702,109.436,-207.825
-0.775,-0.137,0.139,75.989,132.690,-203.064
-0.807,-0.182,0.212,76.111,153.076,-193.848
-0.752,-0.279,0.345,72.327,166.626,-187.927
-0.742,-0.386,0.387,76.721,169.678,-185.974
-0.799,-0.457,0.313,83.191,163.696,-184.631
-0.912,-0.495,0.275,78.796,154.297,-182.312
-0.987,-0.499,0.298,65.247,143.677,-178.894
-1.001,-0.501,0.284,55.298,132.141,-173.218
-1.005,-0.584,0.329,56.030,122.314,-165.222
-1.046,-0.701,0.500,58.960,114.075,-156.921
-1.096,-0.655,0.608,72.021,103.760,-151.611
-1.022,-0.630,0.619,98.694,92.529,-149.109
-0.951,-0.502,0.529,122.253,83.191,-143.188
-0.938,-0.389,0.373,135.315,78.491,-127.136
-0.915,-0.392,0.213,147.034,82.336,-104.431
-0.858,-0.443,0.079,156.738,93.140,-82.397
-0.777,-0.501,0.039,155.701,108.459,-64.453
-0.702,-0.496,0.132,145.569,123.962,-52.368
-0.638,-0.410,0.260,139.954,135.864,-43.396
-0.566,-0.317,0.390,144.531,142.212,-33.569
-0.504,-0.289,0.491,152.405,140.869,-22.156
-0.423,-0.263,0.482,159.180,131.226,-11.719
-0.341,-0.287,0.438,161.743,117.371,-3.479
-0.262,-0.347,0.398,154.785,101.135,2.502
-0.215,-0.373,0.397,137.146,83.679,4.822
-0.180,-0.380,0.433,115.417,65.979,3.113
-0.146,-0.372,0.498,94.666,48.035,-1.038
-0.124,-0.346,0.573,78.064,30.457,-4.761
-0.112,-0.317,0.632,66.956,12.085,-7.568
-0.099,-0.290,0.667,59.143,-5.859,-9.155
-0.097,-0.267,0.698,49.133,-22.522,-8.911
-0.079,-0.264,0.733,38.330,-36.743,-7.751
-0.067,-0.279,0.762,30.334,-47.607,-7.324
-0.064,-0.301,0.780,27.039,-55.115,-8.179
-0.073,-0.319,0.800,25.208,-59.265,-10.193
-0.072,-0.298,0.832,22.888,-61.462,-12.329
-0.058,-0.236,0.857,21.057,-62.683,-12.756
-0.118,-0.206,0.878,15.259,-63.965,-7.507
-0.169,-0.201,0.899,8.972,-64.270,-2.625
-0.209,-0.205,0.908,6.775,-64.026,0.916
-0.222,-0.213,0.908,5.798,-62.012,2.869
-0.214,-0.234,0.910,5.981,-58.594,3.235
-0.213,-0.263,0.911,6.348,-53.711,2.136
-0.211,-0.288,0.908,5.310,-47.729,-0.305
-0.225,-0.305,0.897,3.296,-40.710,-3.845
-0.229,-0.312,0.864,2.075,-32.898,-8.972
-0.203,-0.325,0.821,1.404,-23.437,-15.259
-0.196,-0.317,0.778,-0.427,-12.268,-19.897
-0.198,-0.321,0.752,-4.333,0.610,-22.583
-0.203,-0.340,0.746,-8.606,15.076,-25.024
-0.209,-0.340,0.762,-11.719,30.579,-27.832
-0.200,-0.322,0.807,-17.151,45.166,-31.006
-0.190,-0.267,0.882,-23.071,57.312,-33.508
-0.175,-0.195,0.974,-25.879,65.186,-34.485
-0.177,-0.137,1.072,-23.743,67.810,-32.410
-0.185,-0.108,1.129,-15.381,63.599,-27.649
-0.194,-0.116,1.134,-4.517,53.406,-21.240
-0.205,-0.166,1.113,3.357,39.795,-14.282
-0.205,-0.221,1.066,6.958,24.963,-8.789
-0.194,-0.260,1.017,6.165,10.925,-5.737
-0.187,-0.285,0.977,2.808,-0.488,-4.700
-0.178,-0.298,0.948,-1.648,-9.033,-4.883
-0.176,-0.294,0.929,-8.667,-15.564,-5.310
-0.186,-0.281,0.927,-15.015,-19.409,-5.920
-0.197,-0.260,0.935,-20.203,-20.813,-6.531
-0.205,-0.214,0.948,-25.696,-20.081,-6.348
-0.208,-0.166,0.961,-29.114,-17.761,-4.822
-0.205,-0.144,0.974,-28.320,-14.404,-2.319
-0.206,-0.116,0.981,-25.574,-10.681,1.465
-0.196,-0.100,0.985,-23.376,-7.141,5.859
-0.188,-0.091,0.990,-21.790,-4.089,10.376
-0.181,-0.084,0.991,-18.982,-2.258,14.771
-0.170,-0.088,0.996,-15.137,-0.854,18.494
-0.154,-0.102,1.003,-11.597,-0.305,21.545
-0.132,-0.107,1.009,-9.583,-1.221,23.743
-0.113,-0.108,1.020,-8.240,-3.113,24.719
-0.102,-0.118,1.034,-6.287,-6.042,24.719
-0.096,-0.121,1.045,-5.798,-10.437,23.254
-0.100,-0.111,1.047,-7.446,-15.930,20.813
-0.103,-0.101,1.046,-10.376,-21.301,18.005
-0.102,-0.088,1.053,-12.390,-26.489,15.808
-0.102,-0.078,1.051,-13.611,-30.884,13.611
-0.106,-0.073,1.039,-13.672,-34.424,11.963
-0.113,-0.078,1.023,-12.268,-36.377,10.376
-0.125,-0.082,1.008,-10.803,-36.682,8.972
-0.140,-0.086,0.998,-9.766,-36.072,7.690
-0.152,-0.091,0.991,-10.315,-34.363,6.470
-0.165,-0.084,0.982,-12.329,-31.738,5.310

-0.887,0.434,1.484,-30.579,-96.008,6.958
-1.004,0.486,1.559,-25.757,-107.788,8.728
-1.065,0.514,1.648,-21.729,-121.033,13.367
-1.044,0.558,1.789,-38.574,-135.864,23.193
-0.956,0.659,1.973,-68.970,-150.208,36.194
-0.999,0.851,2.090,-83.801,-162.537,50.415
-1.220,0.979,2.078,-73.425,-170.349,67.200
-1.422,0.836,2.025,-45.166,-171.326,79.712
-1.566,0.605,2.008,-28.625,-166.138,82.581
-1.720,0.531,2.064,-36.560,-156.616,75.378
-1.820,0.528,2.190,-53.894,-146.118,62.683
-1.774,0.584,2.191,-68.298,-136.169,50.537
-1.719,0.794,2.129,-82.031,-122.070,46.509
-1.636,0.918,2.058,-90.515,-98.816,53.955
-1.485,0.926,1.872,-84.351,-64.026,66.406
-1.188,0.938,1.801,-70.862,-18.433,76.782
-0.953,0.925,1.857,-54.321,26.062,84.595
-0.826,0.777,2.008,-43.030,57.068,86.060
-0.867,0.539,2.031,-26.978,68.726,73.059
-0.987,0.465,1.933,-10.132,72.327,44.495
-0.986,0.243,1.659,38.574,77.881,6.836
-0.916,-0.000,1.306,81.604,91.064,-29.053
-0.808,-0.262,1.082,90.576,113.647,-57.617
-0.736,-0.373,0.859,81.909,140.747,-78.430
-0.676,-0.396,0.524,72.571,170.410,-92.041
-0.639,-0.550,0.359,69.519,202.026,-101.135
-0.659,-0.653,0.434,58.044,226.807,-111.023
-0.661,-0.590,0.505,44.128,236.511,-124.512
-0.689,-0.484,0.555,41.992,234.680,-138.000
-0.779,-0.444,0.502,65.918,228.210,-148.865
-0.893,-0.556,0.169,120.972,222.961,-157.898
-0.976,-0.760,-0.358,179.016,224.548,-162.598
-1.099,-0.893,-0.771,210.449,235.168,-160.889
-1.191,-0.940,-0.988,214.783,249.390,-154.846
-1.197,-1.004,-1.028,202.393,260.193,-144.714
-1.177,-1.057,-0.882,182.739,262.817,-132.141
-1.121,-1.085,-0.665,161.133,252.625,-119.690
-1.063,-1.096,-0.514,144.409,230.164,-106.750
