aX,aY,aZ,gX,gY,gZ
-0.627,-0.251,0.908,3.784,15.869,39.307
-0.743,-0.312,0.821,0.916,17.151,41.321
-0.805,-0.328,0.878,1.038,17.517,44.495
-0.687,-0.335,0.865,3.418,18.188,46.692
-0.654,-0.371,0.874,4.944,23.010,50.598
-0.656,-0.392,0.884,6.348,29.297,55.725
-0.639,-0.394,0.886,5.676,34.363,62.500
-0.627,-0.396,0.873,4.456,38.208,70.740
-0.649,-0.380,0.857,3.296,41.138,77.637
-0.649,-0.360,0.848,3.052,43.945,82.214
-0.603,-0.379,0.864,3.845,47.119,85.266
-0.545,-0.415,0.880,4.395,50.659,85.510
-0.513,-0.417,0.896,2.869,53.528,83.374
-0.485,-0.411,0.904,-0.854,55.115,81.360
-0.420,-0.393,0.927,-5.188,54.993,81.848
-0.360,-0.407,0.944,-10.071,53.711,83.862
-0.341,-0.412,0.915,-14.771,51.819,85.388
-0.367,-0.395,0.892,-18.555,50.598,87.280
-0.424,-0.363,0.897,-18.555,49.255,90.820
-0.445,-0.303,0.863,-17.761,45.898,94.238
-0.449,-0.323,0.850,-17.822,41.992,95.764
-0.439,-0.348,0.832,-20.935,39.185,93.018
-0.368,-0.353,0.893,-24.902,38.025,86.670
-0.351,-0.421,0.853,-32.288,35.706,79.468
-0.300,-0.419,0.868,-36.133,33.936,70.984
-0.298,-0.425,0.925,-40.588,33.997,63.843
-0.292,-0.422,0.906,-46.875,34.424,57.922
-0.233,-0.431,0.922,-49.744,35.400,51.880
-0.292,-0.415,0.896,-51.331,38.696,46.997
-0.353,-0.385,0.890,-52.246,43.152,44.678
-0.375,-0.365,0.877,-51.880,47.241,44.861
-0.398,-0.332,0.874,-50.110,50.415,45.227
-0.393,-0.289,0.880,-48.645,53.101,44.189
-0.352,-0.300,0.904,-47.119,54.993,40.222
-0.282,-0.313,0.926,-46.326,56.702,32.532
-0.121,-0.327,0.938,-50.415,57.983,23.315
-0.038,-0.347,0.939,-57.373,60.547,13.672

1.078,-0.367,1.160,-37.415,-9.583,57.800
1.226,-0.299,1.156,-32.043,3.357,62.012
1.420,-0.253,1.086,-26.367,11.536,64.819
1.640,-0.152,1.001,-21.606,14.587,65.674
1.827,-0.076,0.909,-11.475,13.489,65.308
1.961,-0.126,0.770,4.578,7.812,62.073
2.022,-0.208,0.725,11.169,-1.282,50.354
1.986,-0.244,0.649,3.235,-14.587,30.334
1.790,-0.141,0.485,-2.686,-30.518,6.897
1.551,-0.055,0.196,4.761,-45.044,-11.536
1.301,-0.147,0.157,4.211,-50.232,-20.996
0.886,-0.204,0.099,-0.549,-49.316,-26.855
0.604,-0.178,0.157,-13.672,-49.194,-33.203
0.281,0.045,0.278,-27.161,-50.354,-36.682
-0.264,0.236,0.320,-40.039,-58.533,-27.771
-0.899,0.386,0.289,-44.067,-77.332,-5.310
-1.248,0.261,0.555,-31.799,-102.539,24.719
-1.275,0.076,0.731,-18.005,-138.123,51.514
-1.240,0.021,0.779,-23.132,-179.382,71.533
-1.353,0.097,0.742,-34.424,-212.463,83.679
-1.641,0.285,0.680,-38.330,-229.248,90.881
-2.008,0.327,0.626,-29.785,-231.995,100.037
-2.300,0.091,0.723,-8.362,-226.746,104.675
-2.313,-0.111,0.833,2.319,-218.384,88.928
-2.388,-0.157,0.864,-5.920,-204.651,57.190
-2.376,-0.110,0.886,-13.428,-184.204,24.780
-2.259,-0.086,0.880,-18.433,-158.447,1.038
-2.136,-0.070,0.891,-20.813,-129.028,-14.343
-1.909,0.011,0.909,-14.099,-97.107,-22.217
-1.635,0.016,0.866,-0.793,-63.232,-19.897
-1.426,-0.026,0.845,17.395,-31.433,-10.010
-1.264,-0.128,0.830,32.898,-8.118,3.113
-1.029,-0.231,0.793,38.879,5.737,15.320
-0.753,-0.345,0.738,35.278,14.832,20.935
-0.562,-0.370,0.679,26.917,22.705,16.174
-0.534,-0.295,0.641,14.343,27.893,4.211
-0.576,-0.177,0.621,3.357,29.419,-10.315
-0.532,-0.098,0.700,-7.690,26.489,-25.208
-0.450,-0.015,0.697,-16.174,19.714,-38.269
-0.443,0.018,0.747,-19.104,10.315,-44.128
-0.366,0.004,0.784,-17.700,-0.305,-41.565
-0.303,0.013,0.781,-16.968,-11.292,-34.058
-0.322,0.023,0.789,-15.137,-19.714,-22.766
-0.408,0.066,0.783,-11.963,-26.794,-10.437
-0.438,0.098,0.790,-7.446,-32.715,0.427
-0.456,0.095,0.788,-3.174,-37.109,5.798
-0.491,0.167,0.760,2.258,-38.696,2.075
-0.547,0.155,0.787,12.390,-35.461,-3.723
-0.618,0.040,0.824,21.484,-29.907,-8.545
-0.662,-0.014,0.868,26.184,-24.292,-14.282
-0.675,-0.139,0.848,28.015,-18.005,-16.113
-0.698,-0.272,0.875,27.344,-10.559,-14.893
-0.666,-0.344,0.886,21.973,-4.883,-14.893
-0.596,-0.380,0.851,12.146,-1.160,-16.846
-0.523,-0.365,0.803,0.732,1.404,-21.912
-0.478,-0.284,0.770,-10.071,2.808,-28.809
-0.523,-0.171,0.744,-17.517,2.441,-35.095
-0.574,-0.073,0.752,-17.883,-0.183,-37.842
-0.568,-0.045,0.771,-13.306,-5.188,-34.302
-0.580,-0.049,0.794,-8.179,-10.986,-27.588
-0.614,-0.057,0.814,-3.906,-15.015,-21.179
-0.611,-0.094,0.812,0.549,-15.259,-15.808
-0.617,-0.131,0.841,6.226,-11.658,-12.024
-0.592,-0.165,0.863,10.681,-7.324,-10.193
-0.551,-0.212,0.856,11.169,-5.249,-10.681
-0.562,-0.204,0.889,7.690,-6.287,-13.733
-0.547,-0.172,0.881,2.075,-10.315,-18.005
-0.486,-0.173,0.901,-2.869,-14.282,-21.667
-0.452,-0.185,0.928,-7.507,-15.503,-26.001
-0.462,-0.178,0.952,-11.353,-13.733,-30.457
-0.526,-0.155,0.975,-13.794,-11.963,-31.250
-0.579,-0.123,0.991,-14.099,-11.658,-26.855
-0.588,-0.091,0.984,-12.390,-12.390,-18.738
-0.597,-0.063,0.967,-8.606,-12.573,-10.315
-0.604,-0.046,0.963,-3.235,-11.169,-3.174
-0.597,-0.056,0.958,2.441,-9.338,2.258
-0.593,-0.066,0.961,6.531,-8.179,5.249
-0.590,-0.086,0.956,9.155,-7.141,6.348
-0.582,-0.102,0.962,10.620,-6.042,7.812
-0.579,-0.102,0.968,11.841,-4.395,10.498
-0.582,-0.135,0.973,14.160,-2.686,13.550
-0.563,-0.155,0.982,14.465,-0.732,14.771
-0.556,-0.157,0.984,13.306,0.977,13.794
-0.574,-0.149,0.991,10.742,1.709,11.963
-0.556,-0.160,0.980,7.446,1.709,10.681
-0.540,-0.171,0.970,4.883,1.953,9.460
-0.554,-0.175,0.959,1.770,2.563,8.972
-0.565,-0.172,0.959,-1.465,2.136,8.972
-0.549,-0.161,0.943,-3.845,0.610,9.949
-0.545,-0.148,0.931,-5.188,-0.671,11.414
-0.551,-0.120,0.934,-5.005,-1.221,13.000
-0.510,-0.119,0.923,-2.991,-1.343,15.259
-0.472,-0.133,0.897,-0.854,-0.244,17.517
-0.448,-0.147,0.906,-2.502,1.648,18.616
-0.431,-0.140,0.922,-5.737,2.441,18.616
-0.427,-0.104,0.926,-9.521,1.465,18.311
-0.426,-0.073,0.925,-11.658,-0.671,18.311
-0.418,-0.054,0.923,-12.817,-2.441,19.409
-0.423,-0.045,0.921,-13.184,-3.296,20.752
-0.425,-0.031,0.923,-12.573,-4.150,22.217
-0.446,-0.038,0.929,-12.695,-5.249,23.437
-0.464,-0.040,0.921,-12.939,-6.897,24.170
-0.470,-0.049,0.913,-12.939,-8.301,24.414
-0.473,-0.064,0.924,-13.977,-9.644,23.499
-0.469,-0.078,0.921,-15.381,-10.620,20.996
-0.483,-0.075,0.916,-17.212,-10.620,17.334
-0.500,-0.063,0.921,-19.348,-10.132,13.611
-0.513,-0.042,0.919,-21.362,-10.010,10.376
-0.508,-0.035,0.920,-21.973,-10.010,8.667
-0.475,-0.028,0.919,-22.461,-9.949,7.507
-0.481,-0.028,0.915,-23.560,-9.155,6.165
-0.493,-0.014,0.921,-22.095,-7.507,5.005
-0.519,0.022,0.909,-19.287,-4.761,3.662
-0.534,0.029,0.909,-15.564,-0.977,3.662
-0.534,0.025,0.908,-12.085,3.052,4.333
-0.531,0.022,0.912,-8.240,7.141,5.127
-0.533,0.017,0.911,-5.676,10.559,6.042
-0.519,0.010,0.908,-3.906,12.390,7.202
-0.498,-0.005,0.896,-2.625,13.306,8.179

1.512,-0.216,1.097,-2.075,11.230,-11.108
1.701,-0.294,1.086,-2.136,13.306,-2.563
1.854,-0.421,0.975,-3.052,11.047,7.507
1.996,-0.453,0.990,-9.888,5.493,16.052
2.067,-0.526,0.978,-24.170,-1.221,21.729
2.067,-0.498,0.981,-42.969,-3.357,21.057
2.046,-0.393,0.840,-61.035,-4.089,17.700
1.845,-0.203,0.858,-74.707,-0.732,19.592
1.658,-0.034,0.835,-77.576,1.282,30.701
1.359,0.041,0.852,-66.833,-2.930,54.077
1.056,0.099,0.919,-48.218,-15.259,85.754
0.751,0.134,0.947,-27.222,-36.926,121.826
0.256,0.221,0.940,-2.869,-60.730,158.630
-0.297,0.108,0.896,22.339,-81.177,192.322
-0.784,0.040,0.953,41.016,-93.872,210.815
-1.156,0.039,1.021,52.124,-95.276,209.778
-1.420,-0.081,1.092,65.369,-83.923,198.120
-1.513,-0.250,1.141,76.843,-65.369,178.101
-1.420,-0.471,1.131,78.735,-45.898,151.367
-1.292,-0.695,1.148,70.801,-28.809,117.859
-1.122,-0.781,1.141,52.979,-16.541,75.439
-1.035,-0.689,1.051,24.719,-7.935,31.738
-0.928,-0.459,0.988,-0.122,1.709,-1.038
-0.707,-0.353,0.831,-9.399,12.512,-19.348
-0.458,-0.259,0.852,-10.803,20.508,-30.212
-0.334,-0.165,0.760,-12.451,18.005,-34.973
-0.293,-0.012,0.730,-13.794,4.883,-32.715
-0.268,0.119,0.734,-12.817,-14.343,-25.269
-0.270,0.176,0.718,-13.550,-33.813,-14.099
-0.293,0.225,0.678,-9.949,-48.645,-2.380
-0.426,0.328,0.673,-0.488,-57.495,9.949
-0.502,0.280,0.674,13.428,-62.256,26.245
-0.477,0.027,0.720,26.794,-65.186,40.955
-0.464,-0.145,0.774,29.297,-66.895,43.030
-0.478,-0.223,0.813,19.165,-67.200,30.579
-0.498,-0.194,0.824,2.625,-66.162,8.972
-0.566,-0.106,0.809,-13.184,-64.758,-11.902
-0.697,0.041,0.787,-22.278,-62.866,-26.794
-0.826,0.162,0.824,-22.217,-60.547,-32.043
-0.825,0.207,0.842,-15.198,-58.289,-27.039
-0.815,0.179,0.852,-4.272,-54.382,-13.977
-0.852,0.056,0.896,6.409,-49.133,3.113
-0.899,-0.030,0.933,12.939,-44.983,18.738
-0.893,-0.086,0.928,12.878,-41.321,27.710
-0.836,-0.113,0.923,8.545,-35.645,27.039
-0.796,-0.086,0.911,2.441,-27.649,17.822
-0.776,-0.075,0.916,-3.662,-19.592,6.226
-0.689,-0.091,0.940,-7.446,-14.648,-3.235
-0.576,-0.088,0.940,-12.573,-12.207,-10.315
-0.499,-0.085,0.927,-16.785,-10.071,-13.977
-0.463,-0.062,0.924,-19.958,-8.667,-13.916
-0.425,-0.031,0.900,-23.987,-7.874,-11.780
-0.406,0.009,0.902,-27.405,-6.897,-8.667
-0.386,0.007,0.882,-29.724,-7.568,-7.324
-0.370,0.036,0.889,-33.691,-9.155,-10.132
-0.322,0.100,0.885,-36.499,-12.329,-15.808
-0.307,0.128,0.891,-35.583,-15.686,-20.386
-0.287,0.123,0.922,-32.043,-18.188,-22.461
-0.257,0.119,0.940,-28.625,-20.081,-22.522
-0.262,0.098,0.939,-25.452,-21.973,-19.104
-0.251,0.086,0.928,-20.081,-24.048,-14.709
-0.225,-0.004,0.940,-16.174,-24.170,-11.536
-0.221,-0.089,0.989,-15.076,-22.766,-13.306
-0.230,-0.153,1.021,-17.151,-21.912,-20.020
-0.232,-0.219,1.001,-22.766,-21.973,-28.625
-0.277,-0.173,0.999,-29.724,-21.606,-36.377
-0.331,-0.052,0.989,-35.339,-22.278,-39.490
-0.363,0.042,0.952,-35.583,-23.437,-34.546
-0.358,0.093,0.919,-30.090,-24.292,-24.292
-0.379,0.145,0.891,-21.790,-24.963,-14.587
-0.449,0.109,0.869,-12.146,-24.841,-8.789
-0.520,0.045,0.854,-5.676,-24.780,-9.827
-0.574,0.007,0.847,-4.517,-24.414,-17.151
-0.668,-0.002,0.845,-6.409,-23.743,-25.513
-0.761,0.049,0.859,-9.094,-24.048,-30.457
-0.784,0.083,0.851,-10.132,-25.513,-29.114
-0.800,0.105,0.828,-8.545,-27.100,-23.010
-0.802,0.101,0.814,-5.371,-27.466,-15.808
-0.790,0.081,0.801,-1.160,-27.100,-9.399
-0.751,0.042,0.786,3.235,-25.574,-4.150
-0.727,0.009,0.783,5.920,-22.949,-0.244
-0.730,-0.033,0.771,6.836,-20.020,1.465
-0.729,-0.068,0.785,6.470,-16.418,0.916
-0.725,-0.079,0.831,4.700,-13.245,-1.709
-0.702,-0.118,0.876,0.793,-11.780,-5.493
-0.673,-0.119,0.885,-5.737,-10.986,-11.108
-0.656,-0.082,0.890,-12.817,-9.644,-17.578
-0.648,-0.031,0.918,-17.212,-7.629,-21.118
-0.634,0.013,0.923,-17.517,-5.981,-20.386
-0.615,0.055,0.928,-15.076,-4.700,-15.625
-0.606,0.083,0.912,-11.414,-2.808,-7.568
-0.619,0.107,0.922,-5.676,-1.221,2.319
-0.606,0.107,0.922,0.610,0.061,13.489
-0.566,0.101,0.908,5.676,1.465,23.315
-0.540,0.091,0.885,9.033,3.357,29.541
-0.528,0.097,0.877,10.071,5.493,31.311
-0.509,0.084,0.887,7.019,7.263,30.090
-0.508,0.083,0.912,3.540,7.263,25.085
-0.516,0.062,0.939,-0.427,5.432,17.517
-0.528,0.062,0.959,-6.104,3.235,8.118
-0.561,0.090,0.956,-10.742,1.648,-0.366
-0.613,0.128,0.971,-11.841,1.831,-5.005
-0.620,0.137,0.988,-10.132,3.113,-5.310
-0.601,0.115,0.980,-7.385,4.700,-2.686
-0.592,0.116,0.985,-4.150,7.385,1.526
-0.583,0.106,0.998,-0.061,10.254,6.653
-0.537,0.089,1.002,3.967,12.573,11.902
-0.483,0.064,0.991,8.057,14.404,15.747
-0.452,0.050,0.985,10.864,16.296,17.395
-0.449,0.054,0.976,13.306,17.883,17.029
-0.450,0.063,0.974,14.954,18.799,15.991
-0.450,0.074,0.955,16.907,18.921,14.893
-0.441,0.076,0.954,19.470,18.677,14.343
-0.440,0.048,0.939,21.790,17.944,13.611
-0.408,0.043,0.937,21.606,17.456,11.597
-0.355,0.032,0.930,22.339,17.334,9.338
-0.310,0.029,0.926,23.926,17.334,7.874
-0.295,0.023,0.909,25.146,17.151,7.568
-0.284,0.015,0.913,24.963,16.418,9.155

1.696,-0.151,1.077,-5.554,14.282,-32.349
1.829,-0.268,1.188,-7.874,15.320,-35.889
1.975,-0.329,1.218,-17.456,16.541,-39.490
2.069,-0.405,1.161,-34.546,17.761,-41.748
2.109,-0.328,1.035,-52.917,23.621,-44.189
2.126,-0.230,0.869,-69.702,35.461,-45.288
2.151,-0.173,0.743,-78.796,50.598,-43.884
2.090,-0.164,0.691,-73.608,58.960,-41.077
1.909,-0.064,0.755,-69.397,51.086,-34.973
1.684,0.100,0.799,-69.641,25.696,-18.372
1.307,0.157,0.701,-61.951,-10.742,12.268
0.670,0.276,0.652,-40.283,-50.964,55.969
-0.249,0.296,0.676,-4.761,-92.407,106.445
-0.884,0.220,0.742,34.424,-133.606,150.024
-1.082,0.046,0.770,59.753,-165.161,174.500
-1.185,-0.104,0.760,71.411,-173.828,174.438
-1.449,-0.236,0.749,76.416,-162.170,156.433
-1.671,-0.302,0.787,73.120,-144.287,131.226
-1.808,-0.367,0.811,63.843,-129.822,105.347
-1.895,-0.434,0.761,48.035,-118.347,76.355
-1.818,-0.393,0.874,26.917,-105.774,39.978
-1.647,-0.323,0.854,5.432,-90.515,4.089
-1.483,-0.196,0.821,-9.521,-71.777,-22.766
-1.365,-0.027,0.816,-14.221,-54.199,-35.767
-1.247,0.082,0.844,-10.376,-41.992,-30.212
-1.090,0.135,0.839,-0.061,-35.583,-11.047
-0.945,0.102,0.837,13.733,-32.104,12.146
-0.827,0.040,0.852,26.184,-29.907,30.884
-0.728,0.027,0.851,31.555,-28.198,38.269
-0.670,0.017,0.863,33.264,-25.330,35.889
-0.619,0.005,0.866,33.813,-22.522,28.381
-0.601,-0.055,0.889,33.081,-20.386,20.630
-0.573,-0.139,0.920,30.273,-19.104,13.672
-0.535,-0.238,0.947,24.292,-18.921,7.019
-0.507,-0.284,0.976,13.855,-19.348,-0.549
-0.486,-0.275,1.002,0.854,-20.752,-8.789
-0.481,-0.215,1.023,-11.414,-21.362,-17.700
-0.495,-0.115,1.043,-23.010,-19.897,-26.489
-0.468,0.001,1.025,-30.396,-16.418,-31.616
-0.399,0.050,0.997,-31.250,-11.414,-31.067
-0.369,0.047,1.006,-27.222,-6.958,-27.039
-0.344,0.021,1.037,-24.170,-6.836,-23.132
-0.375,0.010,1.012,-26.245,-11.475,-19.165
-0.401,0.039,1.001,-26.978,-18.127,-15.198
-0.391,0.034,0.996,-24.170,-23.254,-11.597
-0.380,0.028,0.970,-22.705,-24.658,-9.521
-0.363,0.010,0.929,-21.362,-20.447,-8.301
-0.384,-0.028,0.926,-15.259,-12.756,-6.470
-0.425,-0.092,0.933,-7.568,-7.019,-3.906
-0.446,-0.170,0.948,-5.188,-4.822,-2.075
-0.401,-0.230,0.949,-8.240,-4.517,-2.808
-0.344,-0.255,0.931,-13.367,-3.357,-6.348
-0.304,-0.221,0.920,-19.531,-1.587,-11.597
-0.260,-0.161,0.933,-23.987,-0.732,-16.296
-0.228,-0.060,0.926,-26.855,-1.709,-19.409
-0.247,-0.028,0.908,-26.550,-3.662,-20.569
-0.299,-0.042,0.950,-22.888,-6.287,-20.935
-0.339,-0.052,0.975,-21.301,-9.460,-21.790
-0.327,-0.063,0.974,-22.705,-11.719,-20.813
-0.276,-0.088,1.007,-21.667,-11.230,-17.944
-0.204,-0.049,1.005,-21.118,-9.460,-13.672
-0.161,-0.033,1.038,-22.034,-8.972,-7.629
-0.109,-0.001,1.045,-25.391,-10.986,-2.441
-0.061,0.098,1.044,-25.574,-14.221,1.587
-0.035,0.102,0.984,-21.790,-16.418,5.737
-0.104,0.062,1.006,-18.616,-16.785,7.507
-0.240,0.045,1.005,-16.235,-17.029,4.578
-0.298,-0.000,0.984,-14.587,-16.846,1.038
-0.301,-0.022,0.989,-13.611,-15.381,-1.465
-0.245,-0.023,0.972,-12.878,-14.282,-2.808
-0.153,0.019,0.910,-14.099,-13.916,-3.662
-0.131,0.134,0.842,-14.099,-15.015,-4.639
-0.169,0.255,0.748,-8.179,-18.494,-4.333
-0.294,0.242,0.667,-0.061,-23.315,-2.441
-0.456,0.149,0.664,8.362,-28.076,-0.793
-0.652,-0.034,0.693,13.367,-34.485,-1.831
-0.829,-0.153,0.743,8.850,-42.603,-6.287
-0.944,-0.172,0.774,-0.549,-49.683,-12.756
-0.979,-0.145,0.779,-8.606,-52.124,-17.456
-0.988,-0.089,0.786,-13.306,-49.194,-19.592
-1.042,-0.021,0.814,-14.526,-43.335,-18.433
-1.049,0.014,0.823,-12.634,-36.865,-14.404
-1.018,-0.010,0.826,-7.568,-29.968,-8.423
-0.954,-0.051,0.849,-3.174,-23.437,-2.991
-0.902,-0.064,0.857,-1.465,-17.944,1.648
-0.889,-0.053,0.866,-1.404,-13.794,5.615
-0.869,-0.012,0.890,-1.221,-10.315,10.193
-0.771,-0.001,0.884,2.502,-7.202,16.846
-0.695,-0.030,0.917,8.118,-3.052,24.658
-0.666,-0.053,0.951,12.146,0.061,30.762
-0.645,-0.051,0.967,13.794,0.488,34.180
-0.628,-0.057,0.975,12.756,-0.732,35.522
-0.649,-0.044,0.987,10.193,-2.014,34.729
-0.651,0.001,0.996,7.446,-1.831,31.555
-0.625,0.041,1.005,4.883,0.244,27.405
-0.568,0.073,0.979,4.639,3.784,22.522
-0.517,0.070,0.940,5.554,7.874,16.602
-0.463,0.050,0.930,4.761,11.658,10.254
-0.420,0.012,0.938,1.526,14.282,4.211
-0.415,0.008,0.968,-2.625,14.526,-0.732
-0.453,-0.005,0.982,-6.165,12.329,-2.991
-0.472,-0.013,0.990,-7.874,9.094,-2.625
-0.467,-0.028,0.985,-9.827,6.409,-0.427
-0.442,-0.034,0.969,-11.353,5.798,2.380
-0.424,-0.026,0.951,-11.841,7.385,4.944
-0.429,-0.002,0.942,-11.597,9.094,6.897
-0.453,0.022,0.948,-10.376,9.338,9.338
-0.472,0.026,0.957,-10.010,7.446,11.169
-0.452,0.015,0.955,-10.803,4.944,12.146
-0.431,0.022,0.942,-11.780,3.540,11.475
-0.410,0.031,0.947,-11.841,3.601,9.888
-0.391,0.029,0.958,-11.597,4.089,8.057
-0.380,0.036,0.958,-12.695,3.784,6.775
-0.342,0.072,0.941,-13.123,3.418,5.371
-0.321,0.115,0.920,-11.414,3.052,5.066
-0.330,0.117,0.923,-9.155,2.686,6.470
-0.358,0.103,0.930,-6.592,1.953,7.874
-0.373,0.099,0.943,-4.822,0.732,8.179
-0.354,0.089,0.951,-3.296,-0.488,7.202

1.696,-0.146,1.184,-7.385,7.874,-18.005
1.891,-0.161,1.160,-12.695,22.278,-30.029
1.990,-0.166,1.076,-14.221,38.147,-44.800
1.973,-0.152,0.995,-23.193,55.786,-57.922
1.885,-0.199,0.821,-32.349,73.792,-66.650
1.762,-0.264,0.670,-33.325,90.332,-69.763
1.659,-0.251,0.717,-28.625,100.952,-66.895
1.500,-0.266,0.727,-39.673,97.107,-58.350
1.156,-0.304,0.713,-57.983,79.102,-47.363
0.708,-0.230,0.847,-70.679,48.706,-33.447
0.009,0.026,0.897,-84.595,4.395,-12.024
-0.560,0.293,0.915,-86.365,-46.875,22.278
-0.776,0.503,0.919,-66.101,-95.459,70.068
-0.853,0.442,0.814,-27.039,-131.348,124.146
-1.058,0.173,0.828,20.508,-149.292,165.222
-1.424,-0.123,0.946,50.720,-158.020,174.622
-1.741,-0.340,1.064,46.204,-165.100,153.381
-1.943,-0.499,1.082,21.912,-165.649,112.854
-2.083,-0.553,1.148,-11.780,-152.954,66.040
-1.932,-0.529,1.052,-45.410,-124.390,21.790
-1.552,-0.345,0.999,-68.359,-78.064,-10.986
-1.249,-0.107,0.971,-80.017,-25.696,-27.954
-1.022,0.102,0.942,-81.238,14.099,-30.457
-0.793,0.278,0.906,-71.716,31.799,-22.888
-0.585,0.350,0.847,-55.847,29.236,-10.498
-0.493,0.401,0.834,-41.199,14.954,-0.427
-0.440,0.437,0.843,-28.503,-3.479,6.470
-0.394,0.411,0.834,-15.137,-19.348,13.000
-0.342,0.362,0.843,-1.587,-27.527,19.775
-0.312,0.289,0.877,10.681,-27.405,27.588
-0.300,0.161,0.938,18.738,-23.926,35.217
-0.235,0.044,0.976,20.020,-21.790,37.964
-0.155,-0.008,0.972,13.672,-20.935,33.020
-0.110,0.069,0.942,3.601,-19.897,22.583
-0.112,0.180,0.902,-0.244,-18.738,13.672
-0.171,0.260,0.870,4.272,-18.494,10.925
