aX,aY,aZ,gX,gY,gZ
0.370,0.110,0.920,-2.991,0.000,7.202
0.373,0.111,0.917,-3.052,0.610,7.568

-0.428,-1.172,0.968,-11.841,69.092,98.999
-0.437,-1.203,1.002,-13.489,66.650,105.957
-0.443,-1.192,1.048,-12.939,62.439,114.502
-0.477,-1.120,1.062,-12.878,58.777,125.916
-0.535,-1.005,1.042,-11.658,58.228,141.602
-0.582,-0.873,1.019,-9.766,61.829,160.645
-0.615,-0.742,1.005,-9.583,67.871,179.687
-0.641,-0.603,1.006,-10.193,73.486,196.045
-0.650,-0.456,0.996,-12.024,76.172,207.886
-0.715,-0.274,0.968,-15.930,76.294,215.271
-0.780,-0.063,0.967,-18.433,75.073,219.238
-0.821,0.104,0.917,-18.311,74.036,220.276
-0.818,0.173,0.935,-15.198,75.073,217.407
-0.805,0.208,0.971,-15.381,76.660,209.473
-0.783,0.235,0.977,-20.203,77.271,198.975
-0.763,0.266,0.965,-26.733,79.285,190.857
-0.739,0.281,0.947,-31.982,83.862,187.317
-0.726,0.323,0.908,-33.325,90.637,189.087
-0.685,0.351,0.884,-26.917,98.450,197.144
-0.663,0.345,0.856,-15.808,105.164,208.862
-0.618,0.339,0.798,-6.409,110.474,219.727
-0.642,0.386,0.760,-0.122,116.699,226.501
-0.612,0.459,0.683,5.005,124.390,229.309
-0.588,0.480,0.642,4.883,132.385,227.783
-0.555,0.502,0.672,-6.775,136.169,218.140
-0.503,0.513,0.714,-23.499,131.287,197.327
-0.417,0.534,0.736,-35.278,119.690,168.274
-0.294,0.579,0.682,-38.391,104.248,139.343
-0.276,0.612,0.663,-36.743,89.478,119.934
-0.199,0.616,0.628,-30.457,77.698,112.671
-0.110,0.552,0.628,-21.973,69.885,111.328
-0.051,0.540,0.626,-16.479,65.796,110.168
-0.064,0.559,0.622,-12.939,63.965,110.229
-0.048,0.558,0.598,-11.169,63.354,111.572
-0.044,0.540,0.599,-13.245,61.523,109.009
-0.033,0.552,0.598,-18.250,57.495,100.220
-0.018,0.581,0.596,-24.170,51.514,89.172
0.031,0.583,0.591,-30.273,45.593,77.759
0.110,0.579,0.599,-36.133,40.833,66.345
0.202,0.571,0.629,-38.086,37.598,54.871
0.278,0.544,0.657,-37.292,34.058,44.922
0.339,0.527,0.675,-36.316,29.480,36.926
0.394,0.522,0.675,-33.752,24.597,30.518
0.389,0.509,0.676,-28.015,20.630,25.818
0.397,0.473,0.671,-22.034,18.005,23.865
0.395,0.435,0.700,-16.541,16.724,23.926
0.388,0.407,0.726,-12.512,14.893,24.658
0.376,0.387,0.743,-10.071,12.207,25.574
0.348,0.378,0.763,-8.850,9.155,25.452
0.336,0.357,0.774,-7.080,5.920,23.071
0.331,0.336,0.797,-4.456,2.747,18.250
0.320,0.301,0.819,-2.319,-0.427,12.817
0.309,0.278,0.846,-1.831,-2.991,7.996
0.305,0.251,0.857,-3.052,-5.310,3.906
0.279,0.230,0.865,-5.188,-6.775,0.793
0.307,0.223,0.895,-8.606,-7.324,-0.916
0.315,0.201,0.891,-6.958,-6.470,-1.648
0.317,0.173,0.892,-4.272,-4.517,-2.075
0.325,0.159,0.904,-4.150,-2.808,-2.136
0.327,0.143,0.914,-3.662,-2.197,-1.709
0.309,0.134,0.912,-4.028,-2.869,-1.465
0.288,0.126,0.912,-4.272,-4.211,-1.526
0.275,0.121,0.910,-4.272,-5.066,-2.014
0.269,0.113,0.914,-4.028,-5.005,-2.808
0.267,0.097,0.921,-3.540,-4.761,-3.906
0.284,0.091,0.927,-3.845,-4.517,-4.822
0.294,0.084,0.937,-4.578,-4.272,-5.127
0.304,0.070,0.939,-4.639,-4.150,-4.822
0.318,0.060,0.944,-4.822,-3.418,-3.601
0.333,0.052,0.943,-5.005,-2.441,-1.770
0.360,0.042,0.951,-7.446,-1.526,0.793
0.376,0.073,0.965,-10.559,-0.732,3.784
0.354,0.081,0.936,-8.728,0.183,6.531
0.338,0.099,0.922,-7.935,1.587,8.606
0.339,0.123,0.917,-8.545,3.479,9.949
0.311,0.131,0.891,-8.362,4.333,10.254
0.338,0.151,0.895,-10.620,3.906,9.949
0.363,0.151,0.903,-10.803,3.296,9.338
0.395,0.146,0.899,-8.118,2.319,6.958
0.379,0.140,0.902,-5.981,0.549,3.662
0.375,0.135,0.906,-4.211,-1.343,1.160
0.376,0.120,0.910,-2.991,-2.991,0.610
0.375,0.110,0.912,-2.197,-3.662,0.732
0.366,0.102,0.911,-1.587,-3.540,0.854
0.364,0.100,0.916,-1.648,-3.052,1.465
0.362,0.104,0.925,-1.770,-2.686,2.441
0.360,0.110,0.927,-1.709,-2.930,3.296
0.356,0.115,0.928,-1.465,-3.235,4.089
0.360,0.119,0.932,-1.099,-3.235,4.700
0.360,0.117,0.936,-1.099,-3.113,5.188
0.357,0.117,0.937,-1.770,-2.930,5.310
0.347,0.115,0.933,-2.197,-2.686,5.127
0.332,0.126,0.930,-2.625,-2.441,5.127
0.324,0.126,0.928,-2.136,-2.136,5.188
0.324,0.120,0.925,-1.221,-1.953,5.127
0.319,0.116,0.927,-0.793,-2.014,4.517
0.321,0.115,0.935,-0.549,-2.380,3.845
0.327,0.109,0.942,-0.183,-2.747,3.479
0.315,0.108,0.930,-0.122,-3.113,3.418
0.338,0.113,0.954,-1.526,-3.174,4.333
0.332,0.115,0.950,-0.854,-3.479,5.310
0.322,0.120,0.946,1.404,-3.296,5.493
0.319,0.124,0.946,0.977,-2.502,5.493
0.316,0.120,0.950,0.488,-1.587,5.371
0.314,0.116,0.945,-0.854,-1.160,4.700
0.321,0.113,0.942,-1.709,-0.916,4.089
0.328,0.112,0.939,-2.319,-0.427,3.723
0.332,0.108,0.934,-2.258,-0.061,3.723
0.332,0.104,0.932,-1.770,0.000,4.150
0.329,0.105,0.936,-1.343,-0.122,5.310
0.309,0.098,0.922,-0.549,-0.671,6.653
0.328,0.107,0.939,-1.770,-1.404,8.362
0.305,0.115,0.939,-2.319,-2.014,9.827
0.297,0.134,0.934,-0.244,-2.136,11.108
0.293,0.134,0.940,1.404,-1.526,11.780
0.295,0.135,0.952,1.770,-0.916,11.169
0.299,0.135,0.967,0.977,-0.732,9.460
0.298,0.135,0.971,0.916,-1.160,7.324
0.282,0.130,0.972,0.549,-1.160,5.493

-0.740,-0.586,1.243,-5.188,45.654,16.541
-0.764,-0.611,1.300,-3.235,48.889,19.592
-0.784,-0.623,1.358,-4.456,49.866,22.034
-0.794,-0.632,1.394,-9.583,49.988,22.400
-0.800,-0.624,1.426,-16.968,51.575,20.813
-0.798,-0.628,1.443,-24.231,55.969,19.470
-0.783,-0.627,1.451,-32.410,63.843,19.226
-0.771,-0.629,1.439,-39.429,74.158,19.592
-0.749,-0.653,1.396,-43.945,85.754,20.996
-0.732,-0.692,1.364,-49.805,97.595,23.437
-0.722,-0.692,1.356,-58.289,106.262,26.794
-0.713,-0.705,1.311,-61.646,109.070,30.945
-0.726,-0.711,1.267,-56.519,108.948,35.400
-0.720,-0.740,1.258,-45.837,109.436,41.748
-0.690,-0.805,1.299,-32.715,109.741,49.683
-0.669,-0.853,1.333,-23.621,107.788,57.983
-0.682,-0.888,1.338,-16.907,104.797,67.017
-0.706,-0.910,1.345,-10.986,104.004,78.552
-0.716,-0.924,1.355,-6.897,105.713,90.881
-0.722,-0.913,1.328,-4.639,108.887,103.455
-0.710,-0.866,1.308,-1.587,114.197,117.249
-0.675,-0.835,1.285,1.343,120.300,132.385
-0.632,-0.792,1.278,1.099,125.977,146.545
-0.602,-0.739,1.266,-0.366,129.150,158.875
-0.610,-0.685,1.206,-2.136,129.395,169.250
-0.658,-0.598,1.129,-4.333,129.150,178.955
-0.716,-0.505,1.062,-5.066,129.517,187.866
-0.739,-0.423,1.024,-3.845,129.578,193.848
-0.739,-0.336,1.003,-3.052,127.808,195.801
-0.742,-0.258,0.993,-3.296,124.878,196.167
-0.737,-0.172,0.978,-5.432,121.338,197.266
-0.705,-0.068,0.946,-9.521,118.652,200.073
-0.662,0.042,0.933,-12.085,117.493,204.224
-0.623,0.136,0.914,-11.597,117.310,209.473
-0.618,0.241,0.834,-8.057,118.713,214.661
-0.663,0.353,0.758,-2.747,122.314,219.360
-0.664,0.431,0.694,2.075,126.038,220.337
-0.642,0.487,0.673,5.737,126.709,213.013
-0.610,0.551,0.641,7.385,122.742,199.036
-0.548,0.543,0.603,9.277,116.089,183.105
-0.489,0.529,0.630,9.094,108.887,166.626
-0.432,0.543,0.640,5.920,99.854,151.672
-0.372,0.517,0.607,5.371,90.576,139.893
-0.302,0.468,0.553,7.751,86.182,132.446
-0.192,0.413,0.548,12.085,89.294,128.052
-0.097,0.367,0.572,18.921,94.482,126.282
-0.107,0.356,0.535,22.400,96.375,127.319
-0.122,0.406,0.473,21.667,95.459,130.371
-0.122,0.451,0.454,23.560,93.567,130.676
-0.130,0.466,0.401,28.809,89.905,125.183
-0.142,0.465,0.363,34.119,85.999,117.493
-0.184,0.493,0.368,33.630,81.299,111.877
-0.135,0.511,0.365,30.029,73.853,109.375
-0.046,0.528,0.391,30.090,63.965,106.689
0.011,0.474,0.413,44.434,53.101,100.342
0.019,0.379,0.440,66.589,44.189,91.370
-0.048,0.406,0.493,79.163,38.879,86.060
0.017,0.261,0.523,84.839,36.377,92.468
0.075,0.214,0.569,91.919,37.720,104.797
0.064,0.171,0.566,98.022,41.931,115.845
0.022,0.210,0.544,103.577,48.523,130.188
-0.073,0.268,0.543,106.812,55.359,145.752
-0.067,0.273,0.510,106.323,59.875,157.837
-0.062,0.287,0.518,97.046,62.561,163.696
-0.000,0.345,0.553,82.520,62.439,162.903
-0.003,0.313,0.585,71.411,58.655,157.288
0.082,0.344,0.623,57.739,51.208,151.428
0.140,0.341,0.586,37.903,41.199,149.536
0.191,0.353,0.600,18.066,34.058,147.217
0.307,0.412,0.594,7.751,29.053,141.113
0.451,0.373,0.618,3.845,26.489,133.789
0.538,0.322,0.652,10.803,24.170,123.474
0.571,0.315,0.665,15.381,22.400,110.901
0.480,0.370,0.708,15.747,21.179,98.816
0.306,0.438,0.729,17.700,20.447,90.942
0.269,0.454,0.749,20.447,19.470,87.708
0.275,0.450,0.779,19.775,16.968,83.069
0.324,0.466,0.819,17.334,11.108,71.899
0.365,0.447,0.864,14.404,2.258,56.580
0.332,0.420,0.871,13.000,-7.080,40.405
0.339,0.384,0.893,8.484,-14.221,26.978
0.359,0.352,0.929,2.197,-18.188,17.456
0.391,0.310,0.961,-3.662,-19.836,10.559
0.386,0.271,0.983,-9.216,-20.081,5.310
0.384,0.243,0.975,-15.320,-19.104,2.075
0.370,0.226,0.964,-19.409,-16.541,0.244
0.356,0.197,0.955,-18.982,-12.512,-0.549
0.347,0.171,0.961,-17.212,-9.216,-1.099
0.344,0.149,0.976,-16.174,-9.033,-2.380
0.339,0.139,0.988,-16.541,-11.780,-5.249
0.324,0.125,0.992,-17.090,-16.357,-9.155
0.316,0.115,0.991,-17.517,-20.264,-13.916
0.328,0.097,0.993,-16.968,-21.484,-17.883
0.343,0.074,1.008,-16.663,-20.630,-20.874
0.346,0.057,1.015,-17.090,-19.287,-22.156
0.347,0.037,1.011,-16.296,-17.395,-22.278
0.359,0.028,1.015,-15.442,-14.832,-21.606
0.371,0.019,1.016,-14.465,-12.634,-20.264
0.369,-0.005,1.021,-12.817,-10.742,-18.982
0.370,-0.011,1.016,-12.756,-9.888,-18.433
0.379,-0.013,1.010,-12.512,-9.155,-18.127
0.378,-0.027,1.011,-11.353,-8.789,-17.639
0.374,-0.038,1.007,-11.169,-9.155,-17.456
0.380,-0.044,1.001,-11.963,-9.888,-17.456
0.376,-0.038,1.012,-12.695,-10.132,-17.090
0.371,-0.054,1.009,-12.146,-10.071,-16.296
0.373,-0.066,1.006,-12.573,-8.606,-15.381
0.382,-0.060,1.007,-15.137,-6.104,-13.916
0.375,-0.065,1.001,-18.433,-2.930,-11.475
0.378,-0.047,0.975,-20.996,0.305,-8.789
0.372,-0.032,0.964,-22.278,4.089,-6.042
0.367,-0.022,0.948,-21.912,7.141,-3.662
0.371,0.002,0.937,-21.362,9.216,-1.282
0.361,0.011,0.935,-21.057,10.010,0.610
0.355,0.028,0.924,-20.081,8.789,1.465
0.350,0.050,0.923,-19.043,6.897,1.282
0.347,0.055,0.924,-17.334,4.456,0.488
0.336,0.060,0.923,-16.541,1.831,-1.709
0.330,0.066,0.913,-16.968,0.183,-4.089

-0.625,-0.765,1.153,-0.488,-32.410,-49.927
-0.618,-0.803,1.143,-4.395,-22.827,-44.556
-0.610,-0.816,1.153,-7.385,-12.695,-41.077
-0.586,-0.828,1.164,-10.986,-4.822,-40.039
-0.613,-0.830,1.147,-12.512,0.122,-39.368
-0.599,-0.827,1.135,-16.235,3.540,-37.048
-0.569,-0.829,1.128,-19.226,7.446,-33.081
-0.557,-0.808,1.109,-17.761,11.536,-28.931
-0.555,-0.812,1.095,-13.794,16.235,-23.254
-0.536,-0.825,1.089,-10.193,20.691,-16.418
-0.554,-0.842,1.106,-8.057,23.560,-10.681
-0.568,-0.861,1.092,-6.226,23.987,-6.592
-0.555,-0.866,1.097,-2.136,24.048,-4.089
-0.569,-0.882,1.092,-1.221,24.536,-0.427
-0.586,-0.878,1.102,-0.671,26.672,4.333
-0.590,-0.913,1.112,0.000,30.090,9.521
-0.614,-0.923,1.135,-4.639,33.630,12.817
-0.633,-0.935,1.131,-10.010,36.560,13.000
-0.639,-0.984,1.115,-13.550,40.283,11.780
-0.639,-1.033,1.094,-17.822,44.983,9.216
-0.639,-1.064,1.060,-24.536,51.331,7.080
-0.654,-1.078,1.070,-28.931,58.350,7.874
-0.641,-1.105,1.059,-29.175,63.721,12.817
-0.621,-1.133,1.051,-28.076,67.566,21.729
-0.614,-1.181,1.067,-27.100,70.740,33.630
-0.639,-1.222,1.074,-25.330,72.571,45.044
-0.640,-1.222,1.080,-26.672,72.937,55.908
-0.672,-1.243,1.089,-29.785,72.388,66.162
-0.656,-1.242,1.094,-34.668,72.021,74.585
-0.676,-1.188,1.085,-41.138,72.083,81.177
-0.704,-1.099,1.037,-47.913,73.364,88.440
-0.758,-0.981,0.980,-49.805,76.782,97.839
-0.785,-0.880,0.927,-46.326,82.520,109.741
-0.767,-0.794,0.923,-41.443,89.783,124.207
-0.750,-0.726,0.915,-34.607,96.985,140.320
-0.723,-0.698,0.897,-26.672,104.065,156.494
-0.704,-0.648,0.912,-25.024,109.924,170.349
-0.665,-0.557,0.852,-26.001,113.586,181.091
-0.787,-0.338,0.771,-25.330,117.004,191.162
-0.812,-0.242,0.683,-18.921,120.789,200.439
-0.765,-0.168,0.701,-17.395,123.291,201.660
-0.735,-0.082,0.721,-21.973,121.094,193.420
-0.684,-0.031,0.706,-29.785,114.197,180.969
-0.627,0.009,0.672,-37.903,106.384,169.617
-0.530,0.063,0.681,-42.236,102.356,163.208
-0.415,0.004,0.662,-38.025,102.844,165.466
-0.309,-0.097,0.637,-35.522,107.666,176.514
-0.364,0.133,0.582,-38.086,116.089,194.397
-0.424,0.185,0.489,-21.912,125.793,218.140
-0.379,0.128,0.454,2.075,132.812,235.352
-0.343,0.119,0.503,15.869,134.460,239.502
-0.306,0.154,0.556,22.034,127.686,238.220
-0.260,0.153,0.594,26.672,115.173,238.342
-0.172,0.077,0.594,30.212,101.746,239.014
-0.148,0.072,0.649,27.161,92.285,238.525
-0.126,0.107,0.703,22.278,84.900,239.441
-0.081,0.069,0.696,23.865,78.735,243.530
-0.090,0.085,0.653,26.367,76.294,248.413
-0.153,0.184,0.687,29.663,77.881,254.517
-0.140,0.229,0.641,35.522,79.285,261.536
-0.094,0.198,0.636,43.396,81.726,263.489
-0.079,0.174,0.697,42.603,84.351,260.437
-0.066,0.260,0.706,33.325,85.754,256.226
-0.055,0.299,0.682,28.748,89.172,254.639
-0.095,0.400,0.613,29.053,96.130,255.615
-0.183,0.494,0.618,29.907,102.661,257.324
-0.200,0.556,0.653,31.799,100.769,255.676
-0.099,0.522,0.690,31.982,89.417,244.812
0.023,0.513,0.760,26.733,73.181,222.168
0.157,0.497,0.842,21.484,55.542,191.528
0.229,0.418,0.838,26.978,40.100,158.875
0.163,0.431,0.813,28.442,32.532,132.874
0.207,0.396,0.839,22.461,33.691,123.108
0.265,0.372,0.838,16.541,39.185,124.390
0.264,0.417,0.804,9.705,45.837,128.052
0.221,0.453,0.794,4.456,49.622,130.127
0.238,0.512,0.765,0.854,47.485,125.671
0.260,0.566,0.753,-2.197,41.016,115.845
0.292,0.564,0.739,-5.493,32.288,105.530
0.343,0.553,0.747,-10.925,23.376,94.666
0.394,0.535,0.748,-18.127,15.747,82.092
0.443,0.529,0.749,-23.315,10.010,68.726
0.419,0.552,0.721,-25.635,6.226,56.702
0.422,0.546,0.715,-23.315,4.639,48.523
0.444,0.534,0.703,-19.104,4.211,44.678
0.469,0.500,0.705,-13.733,4.333,42.908
0.491,0.477,0.717,-9.644,4.089,41.931
0.481,0.472,0.729,-7.812,2.625,39.917
0.454,0.484,0.740,-8.545,0.610,37.903
0.473,0.462,0.746,-11.169,-1.343,37.109
0.499,0.451,0.751,-11.597,-2.747,35.095
0.500,0.455,0.756,-13.428,-3.906,31.250
0.494,0.457,0.760,-14.038,-5.371,26.062
0.468,0.477,0.740,-12.756,-6.653,19.897
0.467,0.477,0.748,-9.827,-7.690,13.000
0.480,0.443,0.756,-6.470,-8.484,6.592
0.492,0.405,0.776,-4.700,-9.888,-0.305
0.502,0.378,0.794,-5.554,-12.329,-6.409
0.509,0.347,0.804,-7.629,-14.709,-10.925
0.514,0.323,0.811,-9.583,-16.479,-13.489
0.517,0.297,0.817,-10.437,-17.029,-14.282
0.521,0.271,0.818,-10.681,-16.113,-13.733
0.527,0.255,0.813,-10.559,-14.526,-12.207
0.528,0.245,0.810,-9.766,-12.268,-10.315
0.525,0.235,0.810,-8.545,-10.132,-8.789
0.528,0.221,0.813,-7.080,-8.972,-8.728
0.524,0.209,0.812,-5.676,-8.850,-10.132
0.518,0.199,0.823,-4.639,-9.521,-12.146
0.523,0.186,0.831,-3.723,-10.742,-13.428
0.523,0.178,0.838,-3.662,-12.085,-13.672
0.528,0.172,0.851,-4.089,-13.123,-13.550
0.529,0.159,0.850,-4.272,-14.160,-13.367
0.523,0.149,0.851,-6.226,-14.038,-13.367
0.547,0.150,0.864,-9.949,-13.000,-12.390
0.526,0.160,0.842,-7.812,-11.414,-11.658
0.525,0.166,0.827,-7.080,-8.789,-10.986
0.517,0.164,0.829,-5.554,-6.165,-10.010
0.521,0.154,0.829,-3.601,-4.578,-9.827
0.520,0.144,0.832,-2.319,-4.456,-10.803

-0.519,-0.920,1.125,1.709,-13.611,-63.904
-0.491,-0.963,1.151,-0.244,-6.653,-55.908
-0.472,-0.985,1.175,-1.648,-2.075,-46.387
-0.496,-0.994,1.179,-1.648,0.305,-36.072
-0.500,-0.998,1.168,-2.319,1.892,-25.757
-0.512,-1.006,1.177,-1.953,3.662,-16.846
-0.533,-1.029,1.178,-2.747,5.554,-10.681
-0.535,-1.042,1.203,-3.540,7.263,-6.104
-0.520,-1.086,1.198,-4.639,8.789,-1.770
-0.575,-1.075,1.229,-7.385,10.803,2.319
-0.625,-1.065,1.236,-10.681,13.428,5.920
-0.669,-1.053,1.227,-11.658,15.991,10.864
-0.716,-1.079,1.216,-12.329,19.714,16.602
-0.715,-1.102,1.217,-13.245,23.437,21.240
-0.720,-1.136,1.215,-13.428,28.076,24.719
-0.694,-1.178,1.223,-15.076,32.532,28.137
-0.706,-1.186,1.236,-17.151,37.109,32.532
-0.716,-1.181,1.233,-19.226,40.955,39.307
-0.721,-1.150,1.208,-21.851,44.373,48.767
-0.731,-1.096,1.166,-23.865,49.133,60.303
-0.751,-1.038,1.112,-25.024,54.993,72.327
-0.775,-0.962,1.093,-23.804,61.218,84.656
-0.797,-0.877,1.075,-18.982,66.284,96.802
-0.760,-0.844,1.045,-11.963,70.496,109.619
-0.731,-0.827,1.062,-6.165,74.768,121.338
-0.731,-0.796,1.067,-4.822,77.637,129.944
-0.738,-0.752,1.049,-5.371,79.163,136.658
-0.745,-0.701,1.013,-7.507,80.322,142.822
-0.753,-0.634,0.979,-10.925,82.336,148.193
-0.752,-0.580,0.940,-13.245,85.266,152.405
-0.733,-0.551,0.922,-15.503,88.562,154.968
-0.697,-0.508,0.932,-19.592,91.248,156.494
-0.668,-0.465,0.919,-24.841,92.468,158.691
-0.670,-0.419,0.896,-28.320,94.177,163.086
-0.682,-0.391,0.861,-30.212,97.229,168.884
-0.655,-0.375,0.847,-32.166,102.173,174.622
-0.646,-0.338,0.852,-36.438,107.849,180.054
-0.615,-0.303,0.849,-41.443,113.464,186.646
-0.567,-0.268,0.837,-44.678,118.774,195.374
-0.519,-0.261,0.818,-46.509,123.962,206.848
-0.468,-0.246,0.818,-50.232,128.723,219.971
-0.429,-0.225,0.827,-53.223,131.653,234.070
-0.386,-0.224,0.797,-54.321,132.629,249.390
-0.349,-0.184,0.746,-56.885,134.033,266.296
-0.390,-0.048,0.687,-57.373,137.695,284.302
-0.448,0.056,0.629,-50.354,143.250,303.589
-0.452,0.193,0.562,-39.551,148.987,320.251
-0.445,0.317,0.539,-27.405,154.419,330.994
-0.453,0.395,0.557,-12.451,157.837,335.815
-0.431,0.440,0.538,-1.099,157.959,334.412
-0.361,0.440,0.547,6.897,155.701,327.820
-0.283,0.402,0.571,11.353,151.306,315.247
-0.165,0.325,0.563,13.062,144.592,297.485
-0.019,0.282,0.573,13.489,137.512,276.367
-0.015,0.318,0.601,14.526,130.005,257.690
-0.007,0.346,0.613,16.235,121.155,249.817
0.019,0.418,0.547,22.217,112.915,253.784
-0.036,0.490,0.500,32.227,107.666,265.076
-0.162,0.628,0.463,42.053,102.966,271.790
