aX,aY,aZ,gX,gY,gZ
-0.147,0.122,-0.365,-38.391,-13.550,-192.932
-0.150,0.063,-0.312,-39.917,-27.100,-189.453
-0.139,-0.011,-0.273,-39.307,-42.725,-183.777
-0.118,-0.119,-0.278,-37.048,-59.082,-177.673
-0.089,-0.244,-0.289,-33.997,-75.012,-172.241
-0.065,-0.370,-0.295,-33.569,-89.844,-167.358
-0.042,-0.513,-0.291,-34.607,-104.431,-162.598
-0.042,-0.664,-0.287,-36.438,-119.995,-158.386
-0.059,-0.806,-0.266,-40.649,-137.329,-153.870
-0.070,-0.952,-0.204,-48.096,-156.860,-148.499
-0.104,-1.064,-0.132,-57.983,-178.650,-142.456
-0.185,-1.143,-0.032,-66.895,-200.745,-135.498
-0.267,-1.228,0.091,-74.524,-220.703,-125.854
-0.348,-1.301,0.227,-81.909,-237.427,-112.244
-0.453,-1.338,0.354,-90.088,-249.268,-94.299
-0.562,-1.364,0.504,-98.938,-255.005,-70.984
-0.626,-1.350,0.726,-107.971,-256.592,-42.664
-0.656,-1.311,0.979,-115.601,-257.507,-12.207
-0.677,-1.250,1.207,-119.995,-258.728,18.799
-0.676,-1.142,1.453,-120.422,-257.935,48.828
-0.658,-1.036,1.694,-118.835,-254.211,76.599
-0.617,-0.923,1.905,-114.990,-247.070,100.281
-0.614,-0.826,2.011,-108.337,-235.779,117.981
-0.608,-0.710,2.131,-101.440,-218.811,130.249
-0.596,-0.602,2.247,-98.938,-197.571,139.954
-0.609,-0.478,2.321,-97.412,-173.462,147.888
-0.604,-0.302,2.433,-94.482,-147.461,155.273
-0.577,-0.167,2.494,-91.858,-123.840,165.710
-0.555,-0.064,2.469,-86.670,-100.647,177.856
-0.518,-0.010,2.413,-77.393,-76.111,189.575
-0.482,0.012,2.297,-69.580,-52.856,199.402
-0.497,0.091,2.179,-67.383,-32.471,206.726
-0.505,0.335,2.204,-73.242,-16.052,214.111
-0.416,0.467,2.118,-82.336,-1.953,221.436
-0.428,0.554,2.152,-95.398,10.864,228.027
-0.298,0.712,2.153,-90.210,23.865,228.271
-0.287,0.721,2.018,-80.139,36.316,222.168
-0.303,0.745,1.887,-69.702,49.316,211.609
-0.376,0.825,1.849,-71.228,60.608,201.172
-0.417,0.981,1.878,-83.740,67.078,195.251
-0.435,1.102,1.896,-92.590,72.083,192.200
-0.455,1.211,1.872,-92.041,80.200,186.951
-0.449,1.339,1.842,-88.440,93.262,178.772
-0.399,1.412,1.767,-85.632,109.741,169.067
-0.343,1.507,1.743,-83.679,129.150,154.419
-0.297,1.503,1.698,-77.576,149.353,136.169
-0.270,1.485,1.667,-68.604,166.016,115.540
-0.268,1.512,1.632,-62.195,175.110,94.299
-0.291,1.518,1.537,-53.040,177.490,73.730
-0.317,1.497,1.419,-38.513,180.115,53.284
-0.346,1.471,1.282,-22.766,186.035,32.166
-0.429,1.427,1.057,-10.315,193.970,11.719
-0.445,1.363,0.944,-5.859,201.965,-5.798
-0.405,1.317,0.877,-8.911,204.529,-20.691
-0.388,1.248,0.748,-9.338,201.111,-35.950
-0.391,1.191,0.620,-2.563,197.327,-53.101
-0.386,1.122,0.513,10.132,194.336,-70.068
-0.396,1.014,0.371,26.733,189.270,-85.510
-0.425,0.880,0.208,42.664,182.129,-98.816
-0.444,0.758,0.046,52.734,172.852,-109.192
-0.430,0.681,-0.053,53.772,161.926,-116.333
-0.386,0.595,-0.104,48.462,148.987,-120.605
-0.319,0.487,-0.174,42.969,134.338,-124.634
-0.238,0.374,-0.201,39.734,120.483,-130.005
-0.139,0.255,-0.206,36.682,107.910,-135.803
-0.049,0.111,-0.223,33.936,95.093,-140.930
0.046,-0.020,-0.210,30.151,82.764,-144.775
0.130,-0.120,-0.142,25.513,70.496,-146.851
0.218,-0.224,-0.061,22.766,56.458,-145.691
0.317,-0.344,0.008,22.949,39.673,-141.113
0.399,-0.459,0.050,21.667,22.522,-133.911
0.443,-0.525,0.092,15.259,7.507,-124.939
0.465,-0.526,0.195,3.601,-3.845,-113.770
0.487,-0.504,0.338,-9.949,-12.085,-99.792
0.511,-0.498,0.483,-17.761,-18.616,-85.938
0.531,-0.480,0.616,-16.968,-23.987,-75.134
0.531,-0.450,0.730,-13.245,-29.541,-65.369
0.533,-0.429,0.814,-10.132,-35.278,-55.298
0.545,-0.422,0.872,-7.812,-39.978,-46.509
0.541,-0.394,0.927,-7.568,-42.542,-39.795
0.531,-0.337,0.990,-9.766,-43.274,-34.485

0.381,1.097,1.041,-67.993,60.486,17.761
0.357,1.123,0.974,-57.251,65.369,-4.700
0.313,1.155,0.896,-48.096,72.388,-25.940
0.276,1.182,0.818,-39.673,81.909,-46.021
0.225,1.169,0.736,-29.358,91.980,-65.063
0.159,1.168,0.627,-17.456,100.830,-83.191
0.074,1.178,0.497,-5.371,108.337,-99.060
0.019,1.157,0.402,5.310,112.488,-110.901
0.016,1.092,0.323,14.404,110.474,-120.544
0.022,1.014,0.240,24.231,101.501,-131.897
0.011,0.944,0.133,33.630,87.463,-146.790
-0.009,0.898,0.044,42.419,70.740,-163.574
-0.023,0.819,-0.041,51.025,53.406,-179.932
-0.066,0.711,-0.147,58.350,38.147,-195.190
-0.110,0.620,-0.254,62.500,27.710,-208.374
-0.156,0.531,-0.333,62.866,21.362,-217.529
-0.190,0.416,-0.396,57.861,15.686,-220.337
-0.177,0.286,-0.462,48.401,8.728,-218.628
-0.141,0.163,-0.497,33.813,-0.671,-214.294
-0.100,0.040,-0.516,16.418,-12.939,-209.534
-0.047,-0.094,-0.524,2.197,-28.931,-205.627
0.008,-0.226,-0.488,-7.690,-48.767,-202.759
0.020,-0.323,-0.448,-12.573,-73.914,-200.256
0.011,-0.441,-0.418,-11.597,-103.516,-194.519
0.035,-0.568,-0.382,-11.536,-135.620,-183.289
0.068,-0.684,-0.340,-17.090,-166.687,-167.664
0.080,-0.775,-0.259,-26.123,-192.200,-149.414
0.079,-0.833,-0.150,-35.522,-211.792,-130.005
0.049,-0.899,-0.010,-43.701,-227.295,-109.558
0.027,-0.964,0.154,-50.293,-242.187,-89.294
0.002,-1.000,0.345,-57.068,-258.240,-69.824
-0.049,-1.001,0.540,-65.918,-274.170,-51.331
-0.113,-1.001,0.764,-74.158,-285.767,-34.180
-0.184,-0.971,1.037,-81.238,-291.138,-17.212
-0.294,-0.941,1.285,-88.867,-290.405,0.305
-0.374,-0.925,1.596,-98.877,-282.715,20.264
-0.415,-0.828,1.975,-109.131,-269.897,41.199
-0.443,-0.717,2.324,-112.976,-255.188,61.707
-0.475,-0.642,2.557,-104.065,-236.877,81.360
-0.508,-0.605,2.707,-86.182,-211.609,98.938
-0.530,-0.571,2.782,-68.787,-180.176,115.540
-0.559,-0.539,2.764,-55.603,-144.836,132.385
-0.561,-0.511,2.701,-50.171,-108.643,152.405
-0.529,-0.401,2.625,-56.274,-73.792,176.025
-0.489,-0.231,2.556,-67.444,-41.565,202.332
-0.422,-0.035,2.481,-75.134,-11.475,227.234
-0.337,0.158,2.381,-77.148,15.869,247.253
-0.267,0.272,2.176,-73.608,39.734,261.658
-0.209,0.355,1.981,-70.068,59.814,269.043
-0.164,0.430,1.798,-72.693,73.853,270.752
-0.130,0.462,1.637,-77.637,81.726,267.578
-0.140,0.500,1.519,-82.336,85.571,259.399
-0.203,0.560,1.431,-85.876,86.182,249.817
-0.293,0.642,1.348,-88.989,84.717,243.469
-0.360,0.737,1.298,-93.628,84.290,241.394
-0.409,0.830,1.263,-99.487,87.280,242.249
-0.459,0.934,1.260,-101.196,93.506,243.164
-0.471,1.021,1.205,-99.426,100.830,243.103
-0.463,1.116,1.153,-99.731,109.436,240.356
-0.432,1.177,1.154,-101.990,119.385,233.521
-0.385,1.227,1.191,-102.051,128.296,220.764
-0.351,1.294,1.216,-97.717,133.972,202.393
-0.335,1.354,1.208,-89.966,135.071,181.030
-0.330,1.385,1.161,-79.895,135.742,158.997
-0.333,1.397,1.082,-68.665,139.343,137.024
-0.337,1.401,1.021,-61.218,145.935,116.516
-0.327,1.404,0.954,-59.937,153.931,97.412
-0.318,1.404,0.877,-61.951,162.903,78.674
-0.307,1.423,0.863,-64.880,170.532,59.692
-0.270,1.440,0.864,-69.153,173.889,40.222
-0.243,1.441,0.848,-72.266,173.767,18.799
-0.223,1.420,0.815,-70.496,172.913,-5.981
-0.216,1.379,0.774,-62.988,173.645,-33.569
-0.235,1.333,0.724,-53.650,174.500,-62.012
-0.268,1.286,0.671,-45.776,173.950,-88.257
-0.300,1.239,0.607,-38.757,172.424,-109.985
-0.338,1.189,0.544,-31.799,170.105,-126.953
-0.368,1.142,0.454,-25.024,166.687,-139.954
-0.390,1.086,0.356,-19.409,163.391,-149.780
-0.387,1.033,0.307,-17.212,159.058,-156.250
-0.363,0.979,0.274,-17.029,150.879,-161.194
-0.329,0.921,0.233,-16.846,139.282,-166.443
-0.292,0.856,0.181,-15.503,127.319,-173.889
-0.275,0.786,0.129,-11.658,116.516,-183.899
-0.256,0.730,0.101,-5.432,107.056,-195.740
-0.256,0.667,0.056,2.747,96.558,-207.275
-0.283,0.599,-0.033,11.536,84.900,-217.651
-0.308,0.524,-0.094,18.799,72.998,-225.037
-0.310,0.460,-0.135,21.301,60.120,-228.088
-0.310,0.399,-0.191,19.714,47.241,-227.600
-0.303,0.339,-0.245,16.846,36.743,-224.792
-0.271,0.284,-0.254,13.000,28.442,-220.398
-0.236,0.235,-0.237,9.460,19.470,-215.820
-0.205,0.180,-0.246,9.094,7.874,-212.158
-0.157,0.097,-0.271,11.658,-5.066,-208.984
-0.106,0.005,-0.282,14.221,-18.311,-206.787
-0.067,-0.092,-0.295,16.846,-33.325,-206.055
-0.039,-0.204,-0.340,18.677,-49.011,-205.872
-0.023,-0.339,-0.395,17.395,-63.782,-205.627
0.008,-0.473,-0.419,9.094,-77.454,-204.651
0.071,-0.612,-0.380,-6.470,-90.454,-201.660
0.140,-0.740,-0.297,-24.902,-104.980,-197.327
0.179,-0.836,-0.132,-41.565,-121.216,-191.895
0.180,-0.888,0.093,-47.729,-140.259,-184.814
0.202,-0.966,0.300,-37.781,-164.856,-174.072
0.199,-1.062,0.445,-17.700,-194.336,-158.447
0.150,-1.156,0.554,-1.038,-224.121,-139.465
0.106,-1.211,0.687,4.333,-249.878,-118.469
0.078,-1.185,0.862,-1.160,-268.188,-95.154
0.050,-1.130,1.053,-10.010,-276.550,-69.397
0.040,-1.031,1.255,-21.301,-274.658,-41.809
0.047,-0.898,1.483,-32.959,-262.268,-14.526
0.081,-0.717,1.728,-42.603,-242.371,10.803
0.125,-0.553,1.924,-45.349,-218.628,33.630
0.183,-0.375,2.071,-41.626,-192.688,51.208
0.225,-0.214,2.167,-31.616,-165.771,62.805
0.234,-0.102,2.163,-15.442,-139.648,68.604
0.248,0.009,2.117,-1.526,-115.356,70.435
0.288,0.102,2.066,5.737,-93.262,70.313

0.334,0.323,1.929,9.644,-37.537,55.298
0.333,0.387,1.881,13.184,-23.499,48.584
0.336,0.408,1.802,18.982,-11.597,43.213
0.338,0.394,1.705,24.841,-1.404,38.757
0.330,0.365,1.606,28.931,8.240,34.241
0.323,0.325,1.505,31.006,16.479,29.907
0.315,0.267,1.396,30.640,23.193,26.001
0.300,0.208,1.289,27.832,29.053,22.156
0.287,0.172,1.226,23.193,33.630,18.372
0.275,0.169,1.197,17.212,35.767,15.747
0.265,0.166,1.164,13.184,34.302,14.404
0.251,0.157,1.112,11.780,31.616,14.404
0.245,0.146,1.070,11.108,29.419,14.648
0.244,0.136,1.040,10.925,28.076,14.526
0.238,0.128,1.001,10.681,26.184,13.550
0.231,0.120,0.957,9.155,25.085,12.695
0.230,0.113,0.925,6.592,25.146,11.658
0.230,0.102,0.904,3.357,26.184,10.498
0.234,0.098,0.906,1.709,26.672,9.094
0.240,0.086,0.899,1.526,25.452,8.057
0.244,0.069,0.880,1.221,22.583,7.324
0.245,0.055,0.859,0.366,18.921,6.897
0.244,0.041,0.842,-1.465,15.686,6.531
0.237,0.031,0.843,-3.418,13.428,6.165
0.232,0.037,0.854,-4.822,10.864,5.371
0.225,0.044,0.856,-6.287,8.423,5.066
0.228,0.044,0.864,-7.202,6.592,5.127
0.233,0.049,0.878,-6.897,5.310,4.761
0.228,0.047,0.885,-6.165,3.967,3.906
0.228,0.043,0.888,-4.578,2.380,3.113
0.238,0.027,0.888,-2.380,-0.122,2.502
0.241,0.018,0.887,-2.075,-2.319,1.953
0.247,0.015,0.888,-2.747,-3.784,1.038
0.252,0.016,0.900,-4.211,-4.089,-0.061
0.255,0.017,0.915,-5.615,-3.845,-0.916
0.256,0.018,0.937,-6.104,-3.540,-2.014
0.252,0.021,0.951,-5.493,-3.662,-2.869
0.243,0.019,0.950,-4.761,-3.723,-3.479
0.241,0.017,0.955,-4.456,-3.601,-3.601
0.246,0.013,0.966,-4.700,-3.479,-3.418
0.250,0.007,0.976,-4.272,-3.906,-3.601
0.254,0.007,0.991,-1.770,-4.883,-3.967
0.255,-0.000,0.989,1.587,-6.165,-4.578
0.251,-0.015,0.984,3.967,-7.568,-5.188
0.241,-0.027,0.978,5.371,-8.362,-5.615
0.233,-0.033,0.970,5.615,-8.606,-5.798
0.226,-0.039,0.960,4.639,-7.996,-5.310
0.224,-0.037,0.959,2.686,-6.531,-4.211
0.225,-0.033,0.966,0.671,-4.517,-2.747
0.228,-0.029,0.969,-0.916,-2.625,-0.793
0.233,-0.021,0.977,-1.770,-1.404,0.977
0.240,-0.011,0.989,-1.770,-1.587,2.747
0.247,-0.006,0.990,-1.892,-2.625,3.967
0.255,-0.004,0.989,-1.831,-3.662,4.517
0.260,0.000,0.993,-1.404,-4.578,3.845
0.262,0.004,0.993,-1.221,-4.883,2.930
0.260,0.004,0.984,-1.465,-4.944,1.770
0.252,0.005,0.980,-2.319,-4.395,0.854
0.248,0.014,0.983,-3.479,-3.540,0.000
0.243,0.019,0.993,-3.845,-3.052,-0.122
0.241,0.019,1.000,-3.113,-3.601,-0.122
0.239,0.017,0.999,-2.808,-4.883,0.183
0.238,0.021,1.001,-3.174,-5.798,0.488
0.234,0.021,1.006,-3.296,-5.798,0.488
0.231,0.019,1.008,-2.808,-5.310,0.244
0.225,0.016,1.003,-2.625,-4.150,-0.122
0.221,0.012,1.004,-3.052,-2.747,-0.366
0.217,0.008,1.005,-3.540,-1.526,-0.488
0.216,0.005,1.005,-4.150,-0.671,-0.671
0.212,0.008,1.011,-4.578,-0.305,-0.671
0.211,0.012,1.024,-4.272,-0.061,-0.793
0.211,0.019,1.030,-3.235,-0.732,-0.610
0.211,0.018,1.024,-1.831,-1.465,-0.061
0.210,0.012,1.013,-0.610,-1.465,0.488
0.211,0.009,1.005,-0.793,-0.671,0.854
0.210,0.012,1.003,-1.343,0.488,1.038
0.212,0.012,1.002,-2.014,1.709,1.221
0.214,0.011,1.005,-1.770,2.136,1.099
0.209,0.013,1.002,-1.038,1.709,0.977
0.204,0.016,1.000,-0.488,0.977,0.793
0.204,0.013,0.991,-0.366,0.610,1.404
0.209,0.013,0.990,-0.854,0.366,2.319
0.216,0.017,0.989,-1.343,0.427,2.502
0.226,0.018,0.985,-1.587,0.732,2.625
0.233,0.017,0.986,-1.953,1.465,2.197
0.237,0.016,0.987,-2.075,2.075,1.526
0.236,0.016,0.990,-1.526,1.709,0.427
0.233,0.009,0.987,-1.160,0.488,-0.671
0.227,0.006,0.981,-1.648,-0.671,-1.709
0.219,0.006,0.980,-2.319,-1.160,-2.441
0.210,0.005,0.979,-2.991,-0.977,-2.930
0.203,0.006,0.977,-3.723,-0.244,-2.686
0.202,0.006,0.980,-4.272,0.793,-2.075
0.206,0.007,0.985,-5.005,1.343,-1.404
0.209,0.012,0.995,-6.042,1.892,-0.916
0.211,0.014,1.005,-5.554,1.770,-0.671
0.215,0.016,1.012,-3.540,0.610,-0.732
0.215,0.012,1.002,-1.648,-0.854,-0.549
0.213,0.005,0.995,-0.793,-1.770,-0.305
0.212,-0.001,0.993,-0.488,-1.831,-0.610
0.206,-0.008,0.987,-0.610,-1.526,-0.854
0.202,-0.011,0.983,-1.038,-0.977,-0.977
0.196,-0.014,0.984,-2.014,-0.183,-1.160
0.191,-0.012,0.990,-3.052,0.366,-0.916
0.190,-0.007,0.997,-3.784,0.916,-0.305
0.192,-0.000,1.004,-3.784,1.343,0.671
0.198,0.003,1.002,-2.991,1.526,1.953
0.203,0.004,1.000,-1.953,1.709,3.235
0.209,0.003,0.994,-1.221,1.892,4.333
0.215,-0.002,0.981,-1.099,2.075,4.944
0.226,-0.002,0.976,-1.404,2.136,4.944
0.235,-0.003,0.975,-1.892,1.648,4.456
0.236,-0.003,0.974,-2.197,0.610,3.357
0.229,-0.002,0.969,-2.197,-0.671,2.075
0.221,0.000,0.969,-2.441,-1.160,1.282
0.216,0.007,0.977,-2.991,-1.221,1.404
0.214,0.010,0.982,-3.113,-0.977,2.319
0.216,0.011,0.989,-3.052,-0.610,3.052
0.218,0.010,0.993,-2.319,-0.122,3.723

0.570,0.558,1.569,-32.959,16.785,101.196
0.562,0.647,1.570,-27.954,30.090,94.116
0.576,0.681,1.535,-26.489,45.166,82.886
0.573,0.697,1.516,-28.870,61.584,67.139
0.554,0.757,1.516,-35.461,76.660,47.424
0.546,0.820,1.522,-41.748,89.233,25.635
0.535,0.848,1.503,-43.518,99.487,3.357
0.473,0.871,1.465,-40.405,108.093,-18.921
0.402,0.918,1.405,-33.081,115.845,-40.344
0.326,0.951,1.309,-22.217,123.596,-58.838
0.245,0.970,1.188,-9.277,132.202,-73.730
0.182,0.959,1.038,5.127,141.785,-86.365
0.141,0.928,0.849,19.653,151.184,-98.328
0.144,0.894,0.661,28.381,158.997,-110.291
0.155,0.850,0.486,30.701,163.452,-123.413
0.144,0.808,0.309,26.733,162.720,-138.611
0.095,0.797,0.130,18.005,158.936,-155.029
0.035,0.781,-0.010,7.874,153.076,-171.082
-0.010,0.721,-0.101,0.305,143.494,-186.035
-0.061,0.640,-0.166,-6.165,127.686,-199.829
-0.134,0.569,-0.248,-10.376,106.018,-212.402
-0.223,0.498,-0.343,-11.475,82.642,-221.924
-0.306,0.409,-0.407,-12.268,60.608,-226.318
-0.363,0.313,-0.447,-15.503,39.978,-225.952
-0.384,0.211,-0.459,-19.775,19.470,-221.985
-0.404,0.123,-0.470,-25.269,-1.099,-215.210
-0.415,0.037,-0.503,-31.494,-21.240,-207.092
-0.421,-0.061,-0.525,-39.307,-39.917,-197.754
-0.394,-0.191,-0.538,-50.659,-57.251,-186.768
-0.343,-0.335,-0.510,-65.308,-73.486,-176.453
-0.293,-0.460,-0.418,-78.674,-91.858,-167.725
-0.262,-0.578,-0.303,-85.632,-115.173,-159.790
-0.214,-0.759,-0.206,-84.290,-144.653,-151.367
-0.179,-0.972,-0.158,-79.041,-178.284,-142.273
-0.173,-1.169,-0.103,-76.904,-211.792,-132.446
-0.205,-1.350,-0.049,-83.191,-241.028,-119.629
-0.254,-1.521,0.121,-100.159,-264.465,-100.830
-0.298,-1.571,0.385,-123.047,-283.752,-78.186
-0.336,-1.575,0.683,-139.404,-298.096,-51.331
-0.384,-1.519,0.955,-143.982,-303.711,-21.362
-0.444,-1.497,1.158,-139.404,-299.377,11.414
-0.496,-1.455,1.379,-134.705,-287.415,47.241
-0.502,-1.405,1.641,-135.071,-273.682,85.022
-0.463,-1.335,1.907,-136.780,-261.963,120.117
-0.404,-1.239,2.143,-136.353,-250.000,149.231
-0.363,-1.089,2.327,-132.690,-233.276,170.532
-0.336,-0.912,2.476,-125.244,-210.693,184.509
-0.338,-0.746,2.554,-117.065,-183.960,193.726
-0.344,-0.567,2.621,-112.122,-156.250,200.684
-0.349,-0.347,2.686,-111.511,-129.089,207.703
-0.318,-0.152,2.666,-110.718,-102.051,216.980
-0.417,0.025,2.594,-107.422,-74.036,228.271
-0.406,0.223,2.484,-100.220,-46.021,235.657
-0.356,0.380,2.344,-89.905,-18.433,240.479
-0.282,0.532,2.213,-83.069,6.653,242.249
-0.197,0.713,2.155,-80.017,28.442,240.723
-0.122,0.862,2.078,-78.735,45.166,235.718
-0.129,0.969,1.947,-75.012,58.716,226.074
-0.094,0.997,1.850,-68.848,72.876,211.609
-0.024,1.013,1.792,-65.552,85.144,194.214
-0.013,1.026,1.729,-67.139,93.079,175.659
-0.043,1.055,1.660,-69.275,98.511,155.701
-0.057,1.067,1.617,-67.200,104.309,136.292
-0.060,1.047,1.548,-63.416,111.206,119.141
-0.069,1.022,1.492,-60.486,119.629,103.210
-0.068,0.995,1.448,-56.274,129.639,87.341
-0.086,0.975,1.408,-49.255,139.160,72.571
-0.108,0.964,1.380,-40.161,146.729,58.838
-0.126,0.954,1.334,-28.931,152.100,46.753
-0.152,0.950,1.269,-16.357,157.104,36.621
-0.174,0.939,1.178,-3.906,162.598,28.259
-0.185,0.900,1.053,7.263,168.701,21.118
-0.190,0.868,0.961,13.855,175.171,13.550
-0.175,0.859,0.905,12.024,178.223,4.883
-0.157,0.842,0.836,5.249,177.673,-4.822
-0.128,0.834,0.785,-0.854,175.720,-16.357
-0.112,0.854,0.754,-5.249,173.218,-29.907
-0.095,0.886,0.729,-9.277,170.471,-42.603
-0.077,0.891,0.675,-10.437,168.823,-53.955
-0.056,0.870,0.623,-7.263,169.250,-65.063
-0.042,0.840,0.575,-0.610,171.143,-77.087
-0.040,0.789,0.505,8.789,171.997,-88.745
-0.044,0.730,0.409,17.700,170.410,-100.403
-0.050,0.662,0.306,22.278,166.443,-111.023
-0.069,0.604,0.220,21.851,160.156,-119.934
-0.067,0.540,0.157,17.334,150.940,-126.343
-0.048,0.471,0.128,11.292,138.367,-130.920
-0.040,0.425,0.116,6.653,123.352,-134.644
-0.021,0.366,0.103,7.019,107.422,-137.146
-0.004,0.293,0.073,11.230,91.492,-137.939
0.016,0.216,0.024,15.869,77.026,-137.756
0.047,0.138,-0.039,17.334,65.369,-136.658
0.083,0.068,-0.083,13.367,56.824,-134.766
0.133,0.022,-0.079,5.310,49.927,-132.446
0.182,-0.002,-0.033,-3.723,42.603,-129.456
0.247,-0.032,0.020,-10.071,33.508,-126.038
0.305,-0.085,0.047,-11.841,22.461,-122.375
0.385,-0.143,0.086,-11.108,10.620,-119.202
0.450,-0.183,0.153,-10.254,-2.563,-115.662
0.521,-0.236,0.221,-8.789,-17.822,-111.267
0.587,-0.308,0.268,-5.310,-34.790,-106.995
0.637,-0.368,0.320,-2.319,-50.476,-103.516
0.657,-0.401,0.386,-3.418,-63.599,-100.037
0.669,-0.425,0.463,-6.531,-73.547,-96.802
0.662,-0.463,0.533,-8.911,-79.773,-94.116
0.656,-0.487,0.606,-10.681,-83.374,-91.797
0.646,-0.492,0.696,-13.123,-84.412,-88.684
0.634,-0.502,0.778,-15.076,-84.106,-83.923
0.633,-0.514,0.850,-16.602,-82.825,-77.942
0.616,-0.510,0.920,-16.663,-80.994,-71.106
0.591,-0.489,0.997,-16.113,-78.064,-62.805
0.563,-0.453,1.077,-13.428,-75.012,-53.162
0.536,-0.425,1.139,-8.118,-72.449,-42.786
0.525,-0.415,1.169,-1.160,-70.496,-32.898
0.517,-0.413,1.179,4.944,-68.054,-24.109
0.503,-0.409,1.179,9.338,-63.660,-17.090
0.486,-0.396,1.173,11.780,-57.556,-11.841
0.471,-0.370,1.162,12.634,-50.110,-7.263
0.461,-0.341,1.148,9.888,-41.992,-2.380

-0.422,-1.298,1.070,-85.632,-213.928,42.664
-0.441,-1.298,1.244,-93.079,-207.214,67.566
-0.438,-1.263,1.417,-96.680,-199.890,92.834
-0.448,-1.221,1.505,-96.985,-191.833,117.798
-0.461,-1.185,1.550,-96.680,-180.054,142.151
-0.453,-1.108,1.598,-98.511,-164.490,164.368
-0.457,-1.009,1.632,-103.149,-147.827,184.204
-0.464,-0.875,1.657,-111.450,-131.104,201.416
-0.486,-0.680,1.713,-120.789,-114.075,216.431
-0.508,-0.465,1.755,-128.113,-98.328,230.774
-0.500,-0.241,1.781,-134.399,-83.130,244.507
-0.481,-0.011,1.807,-141.724,-66.833,256.592
-0.441,0.207,1.892,-147.339,-48.645,265.442
-0.380,0.426,1.924,-149.780,-31.555,269.531
-0.299,0.656,1.932,-147.705,-14.282,267.944
-0.275,0.746,1.970,-143.982,4.578,263.916
-0.249,0.838,1.990,-141.602,24.231,253.540
-0.229,0.933,1.964,-136.353,42.358,236.084
-0.210,1.005,1.902,-130.188,58.777,215.759
-0.191,1.044,1.893,-128.296,75.684,196.838
-0.181,1.083,1.916,-129.822,91.248,179.871
-0.182,1.119,1.937,-126.953,103.943,164.001
-0.199,1.120,1.930,-114.990,114.014,148.987
-0.237,1.088,1.881,-96.802,122.192,135.132
-0.274,1.052,1.812,-80.078,129.028,122.742
-0.302,1.015,1.732,-67.505,136.719,111.755
-0.321,0.985,1.643,-56.885,145.569,100.708
-0.323,0.949,1.556,-48.523,154.175,88.867
-0.316,0.907,1.476,-43.213,162.048,75.012
-0.318,0.880,1.402,-41.077,168.518,58.533
-0.328,0.880,1.337,-40.955,174.133,40.833
-0.350,0.894,1.285,-40.955,179.260,24.048
-0.357,0.903,1.231,-40.588,183.960,8.789
-0.359,0.906,1.157,-39.368,188.599,-3.906
-0.366,0.908,1.082,-36.560,193.665,-14.709
-0.372,0.914,1.017,-33.203,198.608,-24.048
-0.352,0.922,0.947,-29.846,202.026,-31.799
-0.327,0.920,0.868,-26.001,204.407,-38.940
-0.293,0.937,0.810,-22.278,206.360,-45.959
-0.244,0.959,0.769,-18.677,206.055,-53.101
-0.193,0.945,0.706,-14.404,203.430,-60.913
-0.155,0.904,0.641,-9.338,199.097,-71.045
-0.135,0.865,0.577,-3.296,194.214,-84.045
-0.131,0.829,0.508,2.502,188.354,-98.389
-0.144,0.789,0.437,6.165,182.007,-111.877
-0.153,0.751,0.376,5.249,175.842,-123.291
-0.155,0.723,0.334,2.136,169.800,-132.141
-0.155,0.687,0.299,0.061,164.185,-139.587
-0.149,0.639,0.250,1.404,158.569,-145.935
-0.154,0.592,0.187,4.333,152.649,-151.550
-0.153,0.554,0.143,6.042,145.691,-155.273
-0.141,0.509,0.084,5.066,136.536,-156.860
-0.127,0.450,0.019,1.038,126.160,-157.104
-0.101,0.402,-0.018,-3.418,115.479,-158.020
-0.070,0.358,-0.042,-7.568,103.821,-159.668
-0.046,0.310,-0.058,-10.986,91.187,-162.415
-0.027,0.281,-0.065,-11.292,77.576,-166.199
-0.007,0.255,-0.074,-9.949,63.477,-169.434
-0.004,0.213,-0.115,-8.545,49.133,-171.509
-0.002,0.171,-0.150,-7.568,36.316,-172.485
0.002,0.134,-0.166,-8.972,24.231,-172.424
0.007,0.103,-0.182,-12.512,12.085,-170.715
0.015,0.070,-0.203,-17.151,0.244,-167.542
0.024,0.014,-0.217,-21.729,-10.742,-164.246
0.049,-0.057,-0.205,-28.320,-21.912,-161.255
0.087,-0.134,-0.193,-35.156,-33.936,-159.851
0.088,-0.218,-0.185,-39.856,-46.387,-160.217
0.080,-0.308,-0.152,-43.762,-59.631,-161.072
0.079,-0.405,-0.103,-45.959,-74.951,-161.377
0.065,-0.487,-0.050,-46.631,-92.651,-160.645
0.017,-0.545,0.018,-44.617,-112.061,-157.227
-0.018,-0.634,0.079,-38.330,-132.812,-150.452
-0.013,-0.748,0.116,-28.870,-154.419,-140.930
-0.006,-0.863,0.141,-21.240,-175.049,-129.456
-0.002,-0.985,0.178,-18.005,-193.481,-115.906
0.018,-1.096,0.258,-19.592,-209.595,-101.196
0.041,-1.182,0.376,-22.278,-223.816,-87.158
0.039,-1.261,0.507,-22.827,-237.183,-74.280
0.021,-1.331,0.637,-22.156,-249.451,-62.744
0.011,-1.405,0.756,-20.203,-259.949,-53.772
-0.014,-1.477,0.849,-18.066,-267.639,-47.302
